name,day,hour,bike_stands_mean,available_bikes_mean,available_bike_stands_mean
BARROW STREET,Friday,0,40.0,14.0,26.0
BARROW STREET,Friday,1,40.0,14.0,26.0
BARROW STREET,Friday,2,40.0,14.0,26.0
BARROW STREET,Friday,3,40.0,14.0,26.0
BARROW STREET,Friday,4,40.0,15.0,25.0
BARROW STREET,Friday,5,40.0,11.0,29.0
BARROW STREET,Friday,6,40.0,16.0,24.0
BARROW STREET,Friday,7,40.0,22.0,17.0
BARROW STREET,Friday,8,40.0,22.0,18.0
BARROW STREET,Friday,9,40.0,22.0,17.0
BARROW STREET,Friday,10,40.0,20.0,19.0
BARROW STREET,Friday,11,40.0,20.0,19.0
BARROW STREET,Friday,12,40.0,22.0,17.0
BARROW STREET,Friday,13,40.0,18.0,21.0
BARROW STREET,Friday,14,40.0,18.0,22.0
BARROW STREET,Friday,15,40.0,18.0,22.0
BARROW STREET,Friday,16,40.0,8.0,32.0
BARROW STREET,Friday,17,40.0,3.0,37.0
BARROW STREET,Friday,18,40.0,5.0,35.0
BARROW STREET,Friday,19,40.0,9.0,31.0
BARROW STREET,Friday,20,40.0,12.0,28.0
BARROW STREET,Friday,21,40.0,13.0,27.0
BARROW STREET,Friday,22,40.0,15.0,25.0
BARROW STREET,Friday,23,40.0,17.0,23.0
BARROW STREET,Monday,0,40.0,19.0,21.0
BARROW STREET,Monday,1,40.0,19.0,21.0
BARROW STREET,Monday,2,40.0,19.0,21.0
BARROW STREET,Monday,3,40.0,19.0,21.0
BARROW STREET,Monday,4,40.0,19.0,21.0
BARROW STREET,Monday,5,40.0,22.0,18.0
BARROW STREET,Monday,6,40.0,19.0,21.0
BARROW STREET,Monday,7,40.0,26.0,14.0
BARROW STREET,Monday,8,40.0,30.0,10.0
BARROW STREET,Monday,9,40.0,30.0,10.0
BARROW STREET,Monday,10,40.0,28.0,12.0
BARROW STREET,Monday,11,40.0,28.0,12.0
BARROW STREET,Monday,12,40.0,26.0,14.0
BARROW STREET,Monday,13,40.0,28.0,12.0
BARROW STREET,Monday,14,40.0,28.0,12.0
BARROW STREET,Monday,15,40.0,27.0,13.0
BARROW STREET,Monday,16,40.0,26.0,14.0
BARROW STREET,Monday,17,40.0,25.0,15.0
BARROW STREET,Monday,18,40.0,23.0,17.0
BARROW STREET,Monday,19,40.0,24.0,16.0
BARROW STREET,Monday,20,40.0,23.0,17.0
BARROW STREET,Monday,21,40.0,23.0,17.0
BARROW STREET,Monday,22,40.0,21.0,19.0
BARROW STREET,Monday,23,40.0,22.0,18.0
BARROW STREET,Saturday,0,40.0,17.0,23.0
BARROW STREET,Saturday,1,40.0,17.0,23.0
BARROW STREET,Saturday,2,40.0,17.0,23.0
BARROW STREET,Saturday,3,40.0,17.0,23.0
BARROW STREET,Saturday,4,40.0,17.0,23.0
BARROW STREET,Saturday,5,40.0,19.0,21.0
BARROW STREET,Saturday,6,40.0,18.0,22.0
BARROW STREET,Saturday,7,40.0,16.0,24.0
BARROW STREET,Saturday,8,40.0,13.0,27.0
BARROW STREET,Saturday,9,40.0,7.0,33.0
BARROW STREET,Saturday,10,40.0,5.0,35.0
BARROW STREET,Saturday,11,40.0,4.0,36.0
BARROW STREET,Saturday,12,40.0,2.0,38.0
BARROW STREET,Saturday,13,40.0,2.0,38.0
BARROW STREET,Saturday,14,40.0,3.0,37.0
BARROW STREET,Saturday,15,40.0,6.0,34.0
BARROW STREET,Saturday,16,40.0,14.0,26.0
BARROW STREET,Saturday,17,40.0,16.0,24.0
BARROW STREET,Saturday,18,40.0,17.0,23.0
BARROW STREET,Saturday,19,40.0,18.0,22.0
BARROW STREET,Saturday,20,40.0,20.0,20.0
BARROW STREET,Saturday,21,40.0,16.0,24.0
BARROW STREET,Saturday,22,40.0,21.0,19.0
BARROW STREET,Saturday,23,40.0,22.0,18.0
BARROW STREET,Sunday,0,40.0,22.0,18.0
BARROW STREET,Sunday,1,40.0,22.0,18.0
BARROW STREET,Sunday,2,40.0,21.0,19.0
BARROW STREET,Sunday,3,40.0,22.0,18.0
BARROW STREET,Sunday,4,40.0,23.0,17.0
BARROW STREET,Sunday,5,40.0,20.0,20.0
BARROW STREET,Sunday,6,40.0,23.0,17.0
BARROW STREET,Sunday,7,40.0,21.0,19.0
BARROW STREET,Sunday,8,40.0,20.0,20.0
BARROW STREET,Sunday,9,40.0,20.0,20.0
BARROW STREET,Sunday,10,40.0,20.0,20.0
BARROW STREET,Sunday,11,40.0,20.0,20.0
BARROW STREET,Sunday,12,40.0,21.0,19.0
BARROW STREET,Sunday,13,40.0,19.0,21.0
BARROW STREET,Sunday,14,40.0,21.0,19.0
BARROW STREET,Sunday,15,40.0,20.0,20.0
BARROW STREET,Sunday,16,40.0,25.0,15.0
BARROW STREET,Sunday,17,40.0,25.0,15.0
BARROW STREET,Sunday,18,40.0,27.0,13.0
BARROW STREET,Sunday,19,40.0,19.0,21.0
BARROW STREET,Sunday,20,40.0,18.0,22.0
BARROW STREET,Sunday,21,40.0,21.0,19.0
BARROW STREET,Sunday,22,40.0,19.0,21.0
BARROW STREET,Sunday,23,40.0,19.0,21.0
BARROW STREET,Thursday,0,40.0,7.0,33.0
BARROW STREET,Thursday,1,40.0,7.0,33.0
BARROW STREET,Thursday,2,40.0,5.0,35.0
BARROW STREET,Thursday,3,40.0,11.0,29.0
BARROW STREET,Thursday,4,40.0,8.0,32.0
BARROW STREET,Thursday,5,40.0,7.0,33.0
BARROW STREET,Thursday,6,40.0,8.0,32.0
BARROW STREET,Thursday,7,40.0,18.0,21.0
BARROW STREET,Thursday,8,40.0,31.0,8.0
BARROW STREET,Thursday,9,40.0,36.0,2.0
BARROW STREET,Thursday,10,40.0,37.0,2.0
BARROW STREET,Thursday,11,40.0,36.0,3.0
BARROW STREET,Thursday,12,40.0,33.0,6.0
BARROW STREET,Thursday,13,40.0,31.0,9.0
BARROW STREET,Thursday,14,40.0,26.0,14.0
BARROW STREET,Thursday,15,40.0,30.0,10.0
BARROW STREET,Thursday,16,40.0,28.0,12.0
BARROW STREET,Thursday,17,40.0,24.0,16.0
BARROW STREET,Thursday,18,40.0,10.0,30.0
BARROW STREET,Thursday,19,40.0,10.0,30.0
BARROW STREET,Thursday,20,40.0,8.0,32.0
BARROW STREET,Thursday,21,40.0,9.0,31.0
BARROW STREET,Thursday,22,40.0,11.0,29.0
BARROW STREET,Thursday,23,40.0,13.0,27.0
BARROW STREET,Tuesday,0,40.0,21.0,19.0
BARROW STREET,Tuesday,1,40.0,21.0,19.0
BARROW STREET,Tuesday,2,40.0,21.0,19.0
BARROW STREET,Tuesday,3,40.0,21.0,19.0
BARROW STREET,Tuesday,4,40.0,15.0,25.0
BARROW STREET,Tuesday,5,40.0,16.0,24.0
BARROW STREET,Tuesday,6,40.0,17.0,23.0
BARROW STREET,Tuesday,7,40.0,24.0,16.0
BARROW STREET,Tuesday,8,40.0,38.0,2.0
BARROW STREET,Tuesday,9,40.0,39.0,1.0
BARROW STREET,Tuesday,10,40.0,36.0,4.0
BARROW STREET,Tuesday,11,40.0,34.0,6.0
BARROW STREET,Tuesday,12,40.0,33.0,7.0
BARROW STREET,Tuesday,13,40.0,31.0,9.0
BARROW STREET,Tuesday,14,40.0,29.0,11.0
BARROW STREET,Tuesday,15,40.0,20.0,20.0
BARROW STREET,Tuesday,16,40.0,19.0,21.0
BARROW STREET,Tuesday,17,40.0,8.0,32.0
BARROW STREET,Tuesday,18,40.0,2.0,38.0
BARROW STREET,Tuesday,19,40.0,2.0,38.0
BARROW STREET,Tuesday,20,40.0,5.0,35.0
BARROW STREET,Tuesday,21,40.0,12.0,28.0
BARROW STREET,Tuesday,22,40.0,14.0,26.0
BARROW STREET,Tuesday,23,40.0,15.0,25.0
BARROW STREET,Wednesday,0,40.0,14.0,26.0
BARROW STREET,Wednesday,1,40.0,14.0,26.0
BARROW STREET,Wednesday,2,40.0,15.0,25.0
BARROW STREET,Wednesday,3,40.0,14.0,26.0
BARROW STREET,Wednesday,4,40.0,15.0,25.0
BARROW STREET,Wednesday,5,40.0,12.0,28.0
BARROW STREET,Wednesday,6,40.0,12.0,28.0
BARROW STREET,Wednesday,7,40.0,19.0,21.0
BARROW STREET,Wednesday,8,40.0,34.0,6.0
BARROW STREET,Wednesday,9,40.0,37.0,3.0
BARROW STREET,Wednesday,10,40.0,37.0,3.0
BARROW STREET,Wednesday,11,40.0,34.0,6.0
BARROW STREET,Wednesday,12,40.0,32.0,8.0
BARROW STREET,Wednesday,13,40.0,33.0,7.0
BARROW STREET,Wednesday,14,40.0,34.0,6.0
BARROW STREET,Wednesday,15,40.0,36.0,4.0
BARROW STREET,Wednesday,16,40.0,30.0,10.0
BARROW STREET,Wednesday,17,40.0,21.0,19.0
BARROW STREET,Wednesday,18,40.0,8.0,32.0
BARROW STREET,Wednesday,19,40.0,5.0,35.0
BARROW STREET,Wednesday,20,40.0,6.0,34.0
BARROW STREET,Wednesday,21,40.0,5.0,35.0
BARROW STREET,Wednesday,22,40.0,7.0,33.0
BARROW STREET,Wednesday,23,40.0,7.0,33.0
BENSON STREET,Friday,0,40.0,0.0,0.0
BENSON STREET,Friday,1,40.0,0.0,0.0
BENSON STREET,Friday,2,40.0,0.0,0.0
BENSON STREET,Friday,3,40.0,0.0,0.0
BENSON STREET,Friday,4,40.0,0.0,0.0
BENSON STREET,Friday,5,40.0,0.0,0.0
BENSON STREET,Friday,6,40.0,0.0,0.0
BENSON STREET,Friday,7,40.0,0.0,0.0
BENSON STREET,Friday,8,40.0,0.0,0.0
BENSON STREET,Friday,9,40.0,0.0,0.0
BENSON STREET,Friday,10,40.0,0.0,0.0
BENSON STREET,Friday,11,40.0,0.0,0.0
BENSON STREET,Friday,12,40.0,0.0,0.0
BENSON STREET,Friday,13,40.0,0.0,0.0
BENSON STREET,Friday,14,40.0,0.0,0.0
BENSON STREET,Friday,15,40.0,0.0,0.0
BENSON STREET,Friday,16,40.0,0.0,0.0
BENSON STREET,Friday,17,40.0,0.0,0.0
BENSON STREET,Friday,18,40.0,0.0,0.0
BENSON STREET,Friday,19,40.0,0.0,0.0
BENSON STREET,Friday,20,40.0,0.0,0.0
BENSON STREET,Friday,21,40.0,0.0,0.0
BENSON STREET,Friday,22,40.0,0.0,0.0
BENSON STREET,Friday,23,40.0,0.0,0.0
BENSON STREET,Monday,0,40.0,0.0,0.0
BENSON STREET,Monday,1,40.0,0.0,0.0
BENSON STREET,Monday,2,40.0,0.0,0.0
BENSON STREET,Monday,3,40.0,0.0,0.0
BENSON STREET,Monday,4,40.0,0.0,0.0
BENSON STREET,Monday,5,40.0,0.0,0.0
BENSON STREET,Monday,6,40.0,0.0,0.0
BENSON STREET,Monday,7,40.0,0.0,0.0
BENSON STREET,Monday,8,40.0,0.0,0.0
BENSON STREET,Monday,9,40.0,0.0,0.0
BENSON STREET,Monday,10,40.0,0.0,0.0
BENSON STREET,Monday,11,40.0,0.0,0.0
BENSON STREET,Monday,12,40.0,0.0,0.0
BENSON STREET,Monday,13,40.0,0.0,0.0
BENSON STREET,Monday,14,40.0,0.0,0.0
BENSON STREET,Monday,15,40.0,0.0,0.0
BENSON STREET,Monday,16,40.0,0.0,0.0
BENSON STREET,Monday,17,40.0,0.0,0.0
BENSON STREET,Monday,18,40.0,0.0,0.0
BENSON STREET,Monday,19,40.0,0.0,0.0
BENSON STREET,Monday,20,40.0,0.0,0.0
BENSON STREET,Monday,21,40.0,0.0,0.0
BENSON STREET,Monday,22,40.0,0.0,0.0
BENSON STREET,Monday,23,40.0,0.0,0.0
BENSON STREET,Saturday,0,40.0,0.0,0.0
BENSON STREET,Saturday,1,40.0,0.0,0.0
BENSON STREET,Saturday,2,40.0,0.0,0.0
BENSON STREET,Saturday,3,40.0,0.0,0.0
BENSON STREET,Saturday,4,40.0,0.0,0.0
BENSON STREET,Saturday,5,40.0,0.0,0.0
BENSON STREET,Saturday,6,40.0,0.0,0.0
BENSON STREET,Saturday,7,40.0,0.0,0.0
BENSON STREET,Saturday,8,40.0,0.0,0.0
BENSON STREET,Saturday,9,40.0,0.0,0.0
BENSON STREET,Saturday,10,40.0,0.0,0.0
BENSON STREET,Saturday,11,40.0,0.0,0.0
BENSON STREET,Saturday,12,40.0,0.0,0.0
BENSON STREET,Saturday,13,40.0,0.0,0.0
BENSON STREET,Saturday,14,40.0,0.0,0.0
BENSON STREET,Saturday,15,40.0,0.0,0.0
BENSON STREET,Saturday,16,40.0,0.0,0.0
BENSON STREET,Saturday,17,40.0,0.0,0.0
BENSON STREET,Saturday,18,40.0,0.0,0.0
BENSON STREET,Saturday,19,40.0,0.0,0.0
BENSON STREET,Saturday,20,40.0,0.0,0.0
BENSON STREET,Saturday,21,40.0,0.0,0.0
BENSON STREET,Saturday,22,40.0,0.0,0.0
BENSON STREET,Saturday,23,40.0,0.0,0.0
BENSON STREET,Sunday,0,40.0,0.0,0.0
BENSON STREET,Sunday,1,40.0,0.0,0.0
BENSON STREET,Sunday,2,40.0,0.0,0.0
BENSON STREET,Sunday,3,40.0,0.0,0.0
BENSON STREET,Sunday,4,40.0,0.0,0.0
BENSON STREET,Sunday,5,40.0,0.0,0.0
BENSON STREET,Sunday,6,40.0,0.0,0.0
BENSON STREET,Sunday,7,40.0,0.0,0.0
BENSON STREET,Sunday,8,40.0,0.0,0.0
BENSON STREET,Sunday,9,40.0,0.0,0.0
BENSON STREET,Sunday,10,40.0,0.0,0.0
BENSON STREET,Sunday,11,40.0,0.0,0.0
BENSON STREET,Sunday,12,40.0,0.0,0.0
BENSON STREET,Sunday,13,40.0,0.0,0.0
BENSON STREET,Sunday,14,40.0,0.0,0.0
BENSON STREET,Sunday,15,40.0,0.0,0.0
BENSON STREET,Sunday,16,40.0,0.0,0.0
BENSON STREET,Sunday,17,40.0,0.0,0.0
BENSON STREET,Sunday,18,40.0,0.0,0.0
BENSON STREET,Sunday,19,40.0,0.0,0.0
BENSON STREET,Sunday,20,40.0,0.0,0.0
BENSON STREET,Sunday,21,40.0,0.0,0.0
BENSON STREET,Sunday,22,40.0,0.0,0.0
BENSON STREET,Sunday,23,40.0,0.0,0.0
BENSON STREET,Thursday,0,40.0,0.0,0.0
BENSON STREET,Thursday,1,40.0,0.0,0.0
BENSON STREET,Thursday,2,40.0,0.0,0.0
BENSON STREET,Thursday,3,40.0,0.0,0.0
BENSON STREET,Thursday,4,40.0,0.0,0.0
BENSON STREET,Thursday,5,40.0,0.0,0.0
BENSON STREET,Thursday,6,40.0,0.0,0.0
BENSON STREET,Thursday,7,40.0,0.0,0.0
BENSON STREET,Thursday,8,40.0,0.0,0.0
BENSON STREET,Thursday,9,40.0,0.0,0.0
BENSON STREET,Thursday,10,40.0,0.0,0.0
BENSON STREET,Thursday,11,40.0,0.0,0.0
BENSON STREET,Thursday,12,40.0,0.0,0.0
BENSON STREET,Thursday,13,40.0,0.0,0.0
BENSON STREET,Thursday,14,40.0,0.0,0.0
BENSON STREET,Thursday,15,40.0,0.0,0.0
BENSON STREET,Thursday,16,40.0,0.0,0.0
BENSON STREET,Thursday,17,40.0,0.0,0.0
BENSON STREET,Thursday,18,40.0,0.0,0.0
BENSON STREET,Thursday,19,40.0,0.0,0.0
BENSON STREET,Thursday,20,40.0,0.0,0.0
BENSON STREET,Thursday,21,40.0,0.0,0.0
BENSON STREET,Thursday,22,40.0,0.0,0.0
BENSON STREET,Thursday,23,40.0,0.0,0.0
BENSON STREET,Tuesday,0,40.0,0.0,0.0
BENSON STREET,Tuesday,1,40.0,0.0,0.0
BENSON STREET,Tuesday,2,40.0,0.0,0.0
BENSON STREET,Tuesday,3,40.0,0.0,0.0
BENSON STREET,Tuesday,4,40.0,0.0,0.0
BENSON STREET,Tuesday,5,40.0,0.0,0.0
BENSON STREET,Tuesday,6,40.0,0.0,0.0
BENSON STREET,Tuesday,7,40.0,0.0,0.0
BENSON STREET,Tuesday,8,40.0,0.0,0.0
BENSON STREET,Tuesday,9,40.0,0.0,0.0
BENSON STREET,Tuesday,10,40.0,0.0,0.0
BENSON STREET,Tuesday,11,40.0,0.0,0.0
BENSON STREET,Tuesday,12,40.0,0.0,0.0
BENSON STREET,Tuesday,13,40.0,0.0,0.0
BENSON STREET,Tuesday,14,40.0,0.0,0.0
BENSON STREET,Tuesday,15,40.0,0.0,0.0
BENSON STREET,Tuesday,16,40.0,0.0,0.0
BENSON STREET,Tuesday,17,40.0,0.0,0.0
BENSON STREET,Tuesday,18,40.0,0.0,0.0
BENSON STREET,Tuesday,19,40.0,0.0,0.0
BENSON STREET,Tuesday,20,40.0,0.0,0.0
BENSON STREET,Tuesday,21,40.0,0.0,0.0
BENSON STREET,Tuesday,22,40.0,0.0,0.0
BENSON STREET,Tuesday,23,40.0,0.0,0.0
BENSON STREET,Wednesday,0,40.0,0.0,0.0
BENSON STREET,Wednesday,1,40.0,0.0,0.0
BENSON STREET,Wednesday,2,40.0,0.0,0.0
BENSON STREET,Wednesday,3,40.0,0.0,0.0
BENSON STREET,Wednesday,4,40.0,0.0,0.0
BENSON STREET,Wednesday,5,40.0,0.0,0.0
BENSON STREET,Wednesday,6,40.0,0.0,0.0
BENSON STREET,Wednesday,7,40.0,0.0,0.0
BENSON STREET,Wednesday,8,40.0,0.0,0.0
BENSON STREET,Wednesday,9,40.0,0.0,0.0
BENSON STREET,Wednesday,10,40.0,0.0,0.0
BENSON STREET,Wednesday,11,40.0,0.0,0.0
BENSON STREET,Wednesday,12,40.0,0.0,0.0
BENSON STREET,Wednesday,13,40.0,0.0,0.0
BENSON STREET,Wednesday,14,40.0,0.0,0.0
BENSON STREET,Wednesday,15,40.0,0.0,0.0
BENSON STREET,Wednesday,16,40.0,0.0,0.0
BENSON STREET,Wednesday,17,40.0,0.0,0.0
BENSON STREET,Wednesday,18,40.0,0.0,0.0
BENSON STREET,Wednesday,19,40.0,0.0,0.0
BENSON STREET,Wednesday,20,40.0,0.0,0.0
BENSON STREET,Wednesday,21,40.0,0.0,0.0
BENSON STREET,Wednesday,22,40.0,0.0,0.0
BENSON STREET,Wednesday,23,40.0,0.0,0.0
BLACKHALL PLACE,Friday,0,30.0,22.0,8.0
BLACKHALL PLACE,Friday,1,30.0,22.0,8.0
BLACKHALL PLACE,Friday,2,30.0,22.0,8.0
BLACKHALL PLACE,Friday,3,30.0,22.0,8.0
BLACKHALL PLACE,Friday,4,30.0,22.0,8.0
BLACKHALL PLACE,Friday,5,30.0,20.0,10.0
BLACKHALL PLACE,Friday,6,30.0,14.0,16.0
BLACKHALL PLACE,Friday,7,30.0,3.0,27.0
BLACKHALL PLACE,Friday,8,30.0,1.0,29.0
BLACKHALL PLACE,Friday,9,30.0,1.0,29.0
BLACKHALL PLACE,Friday,10,30.0,2.0,28.0
BLACKHALL PLACE,Friday,11,30.0,2.0,28.0
BLACKHALL PLACE,Friday,12,30.0,5.0,25.0
BLACKHALL PLACE,Friday,13,30.0,5.0,25.0
BLACKHALL PLACE,Friday,14,30.0,4.0,26.0
BLACKHALL PLACE,Friday,15,30.0,4.0,26.0
BLACKHALL PLACE,Friday,16,30.0,5.0,25.0
BLACKHALL PLACE,Friday,17,30.0,6.0,24.0
BLACKHALL PLACE,Friday,18,30.0,7.0,23.0
BLACKHALL PLACE,Friday,19,30.0,5.0,25.0
BLACKHALL PLACE,Friday,20,30.0,9.0,21.0
BLACKHALL PLACE,Friday,21,30.0,19.0,11.0
BLACKHALL PLACE,Friday,22,30.0,21.0,9.0
BLACKHALL PLACE,Friday,23,30.0,25.0,5.0
BLACKHALL PLACE,Monday,0,30.0,10.0,20.0
BLACKHALL PLACE,Monday,1,30.0,9.0,21.0
BLACKHALL PLACE,Monday,2,30.0,10.0,20.0
BLACKHALL PLACE,Monday,3,30.0,10.0,20.0
BLACKHALL PLACE,Monday,4,30.0,9.0,21.0
BLACKHALL PLACE,Monday,5,30.0,8.0,22.0
BLACKHALL PLACE,Monday,6,30.0,3.0,27.0
BLACKHALL PLACE,Monday,7,30.0,1.0,29.0
BLACKHALL PLACE,Monday,8,30.0,0.0,30.0
BLACKHALL PLACE,Monday,9,30.0,0.0,30.0
BLACKHALL PLACE,Monday,10,30.0,2.0,28.0
BLACKHALL PLACE,Monday,11,30.0,2.0,28.0
BLACKHALL PLACE,Monday,12,30.0,2.0,28.0
BLACKHALL PLACE,Monday,13,30.0,3.0,27.0
BLACKHALL PLACE,Monday,14,30.0,3.0,27.0
BLACKHALL PLACE,Monday,15,30.0,4.0,26.0
BLACKHALL PLACE,Monday,16,30.0,5.0,25.0
BLACKHALL PLACE,Monday,17,30.0,8.0,22.0
BLACKHALL PLACE,Monday,18,30.0,14.0,16.0
BLACKHALL PLACE,Monday,19,30.0,16.0,14.0
BLACKHALL PLACE,Monday,20,30.0,15.0,15.0
BLACKHALL PLACE,Monday,21,30.0,15.0,15.0
BLACKHALL PLACE,Monday,22,30.0,18.0,12.0
BLACKHALL PLACE,Monday,23,30.0,16.0,14.0
BLACKHALL PLACE,Saturday,0,30.0,26.0,4.0
BLACKHALL PLACE,Saturday,1,30.0,26.0,4.0
BLACKHALL PLACE,Saturday,2,30.0,25.0,5.0
BLACKHALL PLACE,Saturday,3,30.0,26.0,4.0
BLACKHALL PLACE,Saturday,4,30.0,26.0,4.0
BLACKHALL PLACE,Saturday,5,30.0,25.0,5.0
BLACKHALL PLACE,Saturday,6,30.0,23.0,7.0
BLACKHALL PLACE,Saturday,7,30.0,23.0,7.0
BLACKHALL PLACE,Saturday,8,30.0,20.0,10.0
BLACKHALL PLACE,Saturday,9,30.0,19.0,11.0
BLACKHALL PLACE,Saturday,10,30.0,18.0,12.0
BLACKHALL PLACE,Saturday,11,30.0,15.0,15.0
BLACKHALL PLACE,Saturday,12,30.0,16.0,14.0
BLACKHALL PLACE,Saturday,13,30.0,12.0,18.0
BLACKHALL PLACE,Saturday,14,30.0,13.0,17.0
BLACKHALL PLACE,Saturday,15,30.0,12.0,18.0
BLACKHALL PLACE,Saturday,16,30.0,11.0,19.0
BLACKHALL PLACE,Saturday,17,30.0,11.0,19.0
BLACKHALL PLACE,Saturday,18,30.0,10.0,20.0
BLACKHALL PLACE,Saturday,19,30.0,7.0,23.0
BLACKHALL PLACE,Saturday,20,30.0,8.0,22.0
BLACKHALL PLACE,Saturday,21,30.0,8.0,22.0
BLACKHALL PLACE,Saturday,22,30.0,10.0,20.0
BLACKHALL PLACE,Saturday,23,30.0,11.0,19.0
BLACKHALL PLACE,Sunday,0,30.0,12.0,18.0
BLACKHALL PLACE,Sunday,1,30.0,12.0,18.0
BLACKHALL PLACE,Sunday,2,30.0,13.0,17.0
BLACKHALL PLACE,Sunday,3,30.0,12.0,18.0
BLACKHALL PLACE,Sunday,4,30.0,12.0,18.0
BLACKHALL PLACE,Sunday,5,30.0,11.0,19.0
BLACKHALL PLACE,Sunday,6,30.0,10.0,20.0
BLACKHALL PLACE,Sunday,7,30.0,9.0,21.0
BLACKHALL PLACE,Sunday,8,30.0,9.0,21.0
BLACKHALL PLACE,Sunday,9,30.0,7.0,23.0
BLACKHALL PLACE,Sunday,10,30.0,6.0,24.0
BLACKHALL PLACE,Sunday,11,30.0,5.0,25.0
BLACKHALL PLACE,Sunday,12,30.0,4.0,26.0
BLACKHALL PLACE,Sunday,13,30.0,5.0,25.0
BLACKHALL PLACE,Sunday,14,30.0,3.0,27.0
BLACKHALL PLACE,Sunday,15,30.0,2.0,28.0
BLACKHALL PLACE,Sunday,16,30.0,2.0,28.0
BLACKHALL PLACE,Sunday,17,30.0,4.0,26.0
BLACKHALL PLACE,Sunday,18,30.0,5.0,25.0
BLACKHALL PLACE,Sunday,19,30.0,7.0,23.0
BLACKHALL PLACE,Sunday,20,30.0,10.0,20.0
BLACKHALL PLACE,Sunday,21,30.0,9.0,21.0
BLACKHALL PLACE,Sunday,22,30.0,9.0,21.0
BLACKHALL PLACE,Sunday,23,30.0,9.0,21.0
BLACKHALL PLACE,Thursday,0,30.0,23.0,7.0
BLACKHALL PLACE,Thursday,1,30.0,23.0,7.0
BLACKHALL PLACE,Thursday,2,30.0,23.0,7.0
BLACKHALL PLACE,Thursday,3,30.0,23.0,7.0
BLACKHALL PLACE,Thursday,4,30.0,23.0,7.0
BLACKHALL PLACE,Thursday,5,30.0,21.0,9.0
BLACKHALL PLACE,Thursday,6,30.0,14.0,16.0
BLACKHALL PLACE,Thursday,7,30.0,2.0,28.0
BLACKHALL PLACE,Thursday,8,30.0,0.0,30.0
BLACKHALL PLACE,Thursday,9,30.0,1.0,29.0
BLACKHALL PLACE,Thursday,10,30.0,1.0,29.0
BLACKHALL PLACE,Thursday,11,30.0,0.0,30.0
BLACKHALL PLACE,Thursday,12,30.0,1.0,29.0
BLACKHALL PLACE,Thursday,13,30.0,5.0,25.0
BLACKHALL PLACE,Thursday,14,30.0,5.0,25.0
BLACKHALL PLACE,Thursday,15,30.0,5.0,25.0
BLACKHALL PLACE,Thursday,16,30.0,7.0,23.0
BLACKHALL PLACE,Thursday,17,30.0,12.0,18.0
BLACKHALL PLACE,Thursday,18,30.0,16.0,14.0
BLACKHALL PLACE,Thursday,19,30.0,18.0,12.0
BLACKHALL PLACE,Thursday,20,30.0,17.0,13.0
BLACKHALL PLACE,Thursday,21,30.0,20.0,10.0
BLACKHALL PLACE,Thursday,22,30.0,21.0,9.0
BLACKHALL PLACE,Thursday,23,30.0,21.0,9.0
BLACKHALL PLACE,Tuesday,0,30.0,18.0,12.0
BLACKHALL PLACE,Tuesday,1,30.0,17.0,13.0
BLACKHALL PLACE,Tuesday,2,30.0,16.0,14.0
BLACKHALL PLACE,Tuesday,3,30.0,17.0,13.0
BLACKHALL PLACE,Tuesday,4,30.0,17.0,13.0
BLACKHALL PLACE,Tuesday,5,30.0,14.0,16.0
BLACKHALL PLACE,Tuesday,6,30.0,12.0,18.0
BLACKHALL PLACE,Tuesday,7,30.0,6.0,24.0
BLACKHALL PLACE,Tuesday,8,30.0,0.0,30.0
BLACKHALL PLACE,Tuesday,9,30.0,1.0,29.0
BLACKHALL PLACE,Tuesday,10,30.0,1.0,29.0
BLACKHALL PLACE,Tuesday,11,30.0,0.0,30.0
BLACKHALL PLACE,Tuesday,12,30.0,1.0,29.0
BLACKHALL PLACE,Tuesday,13,30.0,4.0,26.0
BLACKHALL PLACE,Tuesday,14,30.0,6.0,24.0
BLACKHALL PLACE,Tuesday,15,30.0,7.0,23.0
BLACKHALL PLACE,Tuesday,16,30.0,8.0,22.0
BLACKHALL PLACE,Tuesday,17,30.0,11.0,19.0
BLACKHALL PLACE,Tuesday,18,30.0,18.0,12.0
BLACKHALL PLACE,Tuesday,19,30.0,24.0,6.0
BLACKHALL PLACE,Tuesday,20,30.0,26.0,4.0
BLACKHALL PLACE,Tuesday,21,30.0,27.0,3.0
BLACKHALL PLACE,Tuesday,22,30.0,24.0,6.0
BLACKHALL PLACE,Tuesday,23,30.0,24.0,6.0
BLACKHALL PLACE,Wednesday,0,30.0,24.0,6.0
BLACKHALL PLACE,Wednesday,1,30.0,24.0,6.0
BLACKHALL PLACE,Wednesday,2,30.0,24.0,6.0
BLACKHALL PLACE,Wednesday,3,30.0,24.0,6.0
BLACKHALL PLACE,Wednesday,4,30.0,24.0,6.0
BLACKHALL PLACE,Wednesday,5,30.0,22.0,8.0
BLACKHALL PLACE,Wednesday,6,30.0,18.0,12.0
BLACKHALL PLACE,Wednesday,7,30.0,7.0,23.0
BLACKHALL PLACE,Wednesday,8,30.0,6.0,23.0
BLACKHALL PLACE,Wednesday,9,30.0,5.0,24.0
BLACKHALL PLACE,Wednesday,10,30.0,5.0,25.0
BLACKHALL PLACE,Wednesday,11,30.0,5.0,25.0
BLACKHALL PLACE,Wednesday,12,30.0,4.0,26.0
BLACKHALL PLACE,Wednesday,13,30.0,5.0,25.0
