name,day,hour,bike_stands_mean,available_bikes_mean,available_bike_stands_mean
ECCLES STREET,Thursday,2,20.0,19.0,1.0
ECCLES STREET,Thursday,3,20.0,18.0,1.0
ECCLES STREET,Thursday,4,20.0,18.0,1.0
ECCLES STREET,Thursday,5,20.0,18.0,2.0
ECCLES STREET,Thursday,6,20.0,11.0,9.0
ECCLES STREET,Thursday,7,20.0,3.0,16.0
ECCLES STREET,Thursday,8,20.0,1.0,19.0
ECCLES STREET,Thursday,9,20.0,4.0,16.0
ECCLES STREET,Thursday,10,20.0,3.0,17.0
ECCLES STREET,Thursday,11,20.0,3.0,17.0
ECCLES STREET,Thursday,12,20.0,2.0,18.0
ECCLES STREET,Thursday,13,20.0,2.0,18.0
ECCLES STREET,Thursday,14,20.0,5.0,15.0
ECCLES STREET,Thursday,15,20.0,5.0,15.0
ECCLES STREET,Thursday,16,20.0,12.0,8.0
ECCLES STREET,Thursday,17,20.0,15.0,5.0
ECCLES STREET,Thursday,18,20.0,13.0,7.0
ECCLES STREET,Thursday,19,20.0,12.0,8.0
ECCLES STREET,Thursday,20,20.0,12.0,8.0
ECCLES STREET,Thursday,21,20.0,13.0,7.0
ECCLES STREET,Thursday,22,20.0,13.0,7.0
ECCLES STREET,Thursday,23,20.0,15.0,5.0
ECCLES STREET,Tuesday,0,20.0,16.0,4.0
ECCLES STREET,Tuesday,1,20.0,16.0,4.0
ECCLES STREET,Tuesday,2,20.0,16.0,4.0
ECCLES STREET,Tuesday,3,20.0,16.0,4.0
ECCLES STREET,Tuesday,4,20.0,15.0,5.0
ECCLES STREET,Tuesday,5,20.0,13.0,7.0
ECCLES STREET,Tuesday,6,20.0,6.0,14.0
ECCLES STREET,Tuesday,7,20.0,1.0,19.0
ECCLES STREET,Tuesday,8,20.0,1.0,19.0
ECCLES STREET,Tuesday,9,20.0,3.0,17.0
ECCLES STREET,Tuesday,10,20.0,3.0,17.0
ECCLES STREET,Tuesday,11,20.0,1.0,19.0
ECCLES STREET,Tuesday,12,20.0,1.0,19.0
ECCLES STREET,Tuesday,13,20.0,3.0,17.0
ECCLES STREET,Tuesday,14,20.0,10.0,10.0
ECCLES STREET,Tuesday,15,20.0,12.0,8.0
ECCLES STREET,Tuesday,16,20.0,15.0,5.0
ECCLES STREET,Tuesday,17,20.0,18.0,2.0
ECCLES STREET,Tuesday,18,20.0,20.0,0.0
ECCLES STREET,Tuesday,19,20.0,19.0,1.0
ECCLES STREET,Tuesday,20,20.0,19.0,1.0
ECCLES STREET,Tuesday,21,20.0,20.0,0.0
ECCLES STREET,Tuesday,22,20.0,19.0,1.0
ECCLES STREET,Tuesday,23,20.0,20.0,0.0
ECCLES STREET,Wednesday,0,20.0,20.0,0.0
ECCLES STREET,Wednesday,1,20.0,20.0,0.0
ECCLES STREET,Wednesday,2,20.0,20.0,0.0
ECCLES STREET,Wednesday,3,20.0,20.0,0.0
ECCLES STREET,Wednesday,4,20.0,19.0,1.0
ECCLES STREET,Wednesday,5,20.0,17.0,3.0
ECCLES STREET,Wednesday,6,20.0,11.0,9.0
ECCLES STREET,Wednesday,7,20.0,4.0,16.0
ECCLES STREET,Wednesday,8,20.0,2.0,18.0
ECCLES STREET,Wednesday,9,20.0,3.0,17.0
ECCLES STREET,Wednesday,10,20.0,6.0,14.0
ECCLES STREET,Wednesday,11,20.0,5.0,15.0
ECCLES STREET,Wednesday,12,20.0,4.0,16.0
ECCLES STREET,Wednesday,13,20.0,4.0,16.0
ECCLES STREET,Wednesday,14,20.0,7.0,13.0
ECCLES STREET,Wednesday,15,20.0,7.0,13.0
ECCLES STREET,Wednesday,16,20.0,8.0,11.0
ECCLES STREET,Wednesday,17,20.0,16.0,3.0
ECCLES STREET,Wednesday,18,20.0,19.0,1.0
ECCLES STREET,Wednesday,19,20.0,19.0,1.0
ECCLES STREET,Wednesday,20,20.0,19.0,0.0
ECCLES STREET,Wednesday,21,20.0,19.0,1.0
ECCLES STREET,Wednesday,22,20.0,18.0,1.0
ECCLES STREET,Wednesday,23,20.0,18.0,1.0
ECCLES STREET EAST,Friday,0,27.0,9.0,18.0
ECCLES STREET EAST,Friday,1,27.0,10.0,18.0
ECCLES STREET EAST,Friday,2,27.0,10.0,18.0
ECCLES STREET EAST,Friday,3,27.0,10.0,18.0
ECCLES STREET EAST,Friday,4,27.0,15.0,12.0
ECCLES STREET EAST,Friday,5,27.0,21.0,6.0
ECCLES STREET EAST,Friday,6,27.0,25.0,2.0
ECCLES STREET EAST,Friday,7,27.0,25.0,2.0
ECCLES STREET EAST,Friday,8,27.0,21.0,6.0
ECCLES STREET EAST,Friday,9,27.0,18.0,9.0
ECCLES STREET EAST,Friday,10,27.0,16.0,11.0
ECCLES STREET EAST,Friday,11,27.0,15.0,12.0
ECCLES STREET EAST,Friday,12,27.0,13.0,14.0
ECCLES STREET EAST,Friday,13,27.0,11.0,16.0
ECCLES STREET EAST,Friday,14,27.0,10.0,17.0
ECCLES STREET EAST,Friday,15,27.0,9.0,18.0
ECCLES STREET EAST,Friday,16,27.0,8.0,19.0
ECCLES STREET EAST,Friday,17,27.0,7.0,20.0
ECCLES STREET EAST,Friday,18,27.0,6.0,21.0
ECCLES STREET EAST,Friday,19,27.0,6.0,21.0
ECCLES STREET EAST,Friday,20,27.0,5.0,22.0
ECCLES STREET EAST,Friday,21,27.0,6.0,21.0
ECCLES STREET EAST,Friday,22,27.0,6.0,21.0
ECCLES STREET EAST,Friday,23,27.0,6.0,21.0
ECCLES STREET EAST,Monday,0,27.0,6.0,21.0
ECCLES STREET EAST,Monday,1,27.0,6.0,21.0
ECCLES STREET EAST,Monday,2,27.0,6.0,21.0
ECCLES STREET EAST,Monday,3,27.0,6.0,21.0
ECCLES STREET EAST,Monday,4,27.0,6.0,21.0
ECCLES STREET EAST,Monday,5,27.0,11.0,16.0
ECCLES STREET EAST,Monday,6,27.0,13.0,14.0
ECCLES STREET EAST,Monday,7,27.0,8.0,19.0
ECCLES STREET EAST,Monday,8,27.0,4.0,23.0
ECCLES STREET EAST,Monday,9,27.0,5.0,22.0
ECCLES STREET EAST,Monday,10,27.0,10.0,16.0
ECCLES STREET EAST,Monday,11,27.0,10.0,17.0
ECCLES STREET EAST,Monday,12,27.0,9.0,18.0
ECCLES STREET EAST,Monday,13,27.0,8.0,19.0
ECCLES STREET EAST,Monday,14,27.0,8.0,19.0
ECCLES STREET EAST,Monday,15,27.0,5.0,22.0
ECCLES STREET EAST,Monday,16,27.0,2.0,25.0
ECCLES STREET EAST,Monday,17,27.0,1.0,26.0
ECCLES STREET EAST,Monday,18,27.0,3.0,24.0
ECCLES STREET EAST,Monday,19,27.0,4.0,23.0
ECCLES STREET EAST,Monday,20,27.0,5.0,22.0
ECCLES STREET EAST,Monday,21,27.0,5.0,22.0
ECCLES STREET EAST,Monday,22,27.0,6.0,21.0
ECCLES STREET EAST,Monday,23,27.0,8.0,19.0
ECCLES STREET EAST,Saturday,0,27.0,6.0,21.0
ECCLES STREET EAST,Saturday,1,27.0,6.0,21.0
ECCLES STREET EAST,Saturday,2,27.0,6.0,21.0
ECCLES STREET EAST,Saturday,3,27.0,6.0,21.0
ECCLES STREET EAST,Saturday,4,27.0,7.0,20.0
ECCLES STREET EAST,Saturday,5,27.0,6.0,20.0
ECCLES STREET EAST,Saturday,6,27.0,7.0,20.0
ECCLES STREET EAST,Saturday,7,27.0,8.0,19.0
ECCLES STREET EAST,Saturday,8,27.0,14.0,13.0
ECCLES STREET EAST,Saturday,9,27.0,15.0,12.0
ECCLES STREET EAST,Saturday,10,27.0,16.0,12.0
ECCLES STREET EAST,Saturday,11,27.0,14.0,13.0
ECCLES STREET EAST,Saturday,12,27.0,12.0,15.0
ECCLES STREET EAST,Saturday,13,27.0,12.0,15.0
ECCLES STREET EAST,Saturday,14,27.0,12.0,15.0
ECCLES STREET EAST,Saturday,15,27.0,13.0,14.0
ECCLES STREET EAST,Saturday,16,27.0,13.0,14.0
ECCLES STREET EAST,Saturday,17,27.0,13.0,14.0
ECCLES STREET EAST,Saturday,18,27.0,12.0,15.0
ECCLES STREET EAST,Saturday,19,27.0,9.0,18.0
ECCLES STREET EAST,Saturday,20,27.0,7.0,20.0
ECCLES STREET EAST,Saturday,21,27.0,5.0,22.0
ECCLES STREET EAST,Saturday,22,27.0,6.0,22.0
ECCLES STREET EAST,Saturday,23,27.0,6.0,21.0
ECCLES STREET EAST,Sunday,0,27.0,6.0,22.0
ECCLES STREET EAST,Sunday,1,27.0,6.0,22.0
ECCLES STREET EAST,Sunday,2,27.0,6.0,22.0
ECCLES STREET EAST,Sunday,3,27.0,6.0,22.0
ECCLES STREET EAST,Sunday,4,27.0,6.0,22.0
ECCLES STREET EAST,Sunday,5,27.0,6.0,22.0
ECCLES STREET EAST,Sunday,6,27.0,6.0,21.0
ECCLES STREET EAST,Sunday,7,27.0,7.0,20.0
ECCLES STREET EAST,Sunday,8,27.0,5.0,22.0
ECCLES STREET EAST,Sunday,9,27.0,4.0,23.0
ECCLES STREET EAST,Sunday,10,27.0,1.0,26.0
ECCLES STREET EAST,Sunday,11,27.0,0.0,27.0
ECCLES STREET EAST,Sunday,12,27.0,0.0,27.0
ECCLES STREET EAST,Sunday,13,27.0,0.0,27.0
ECCLES STREET EAST,Sunday,14,27.0,0.0,27.0
ECCLES STREET EAST,Sunday,15,27.0,7.0,20.0
ECCLES STREET EAST,Sunday,16,27.0,10.0,17.0
ECCLES STREET EAST,Sunday,17,27.0,10.0,17.0
ECCLES STREET EAST,Sunday,18,27.0,8.0,19.0
ECCLES STREET EAST,Sunday,19,27.0,8.0,19.0
ECCLES STREET EAST,Sunday,20,27.0,7.0,20.0
ECCLES STREET EAST,Sunday,21,27.0,7.0,20.0
ECCLES STREET EAST,Sunday,22,27.0,6.0,21.0
ECCLES STREET EAST,Sunday,23,27.0,5.0,22.0
ECCLES STREET EAST,Thursday,0,27.0,16.0,11.0
ECCLES STREET EAST,Thursday,1,27.0,16.0,11.0
ECCLES STREET EAST,Thursday,2,27.0,16.0,11.0
ECCLES STREET EAST,Thursday,3,27.0,16.0,11.0
ECCLES STREET EAST,Thursday,4,27.0,16.0,11.0
ECCLES STREET EAST,Thursday,5,27.0,20.0,7.0
ECCLES STREET EAST,Thursday,6,27.0,24.0,3.0
ECCLES STREET EAST,Thursday,7,27.0,21.0,5.0
ECCLES STREET EAST,Thursday,8,27.0,13.0,14.0
ECCLES STREET EAST,Thursday,9,27.0,10.0,16.0
ECCLES STREET EAST,Thursday,10,27.0,6.0,20.0
ECCLES STREET EAST,Thursday,11,27.0,6.0,21.0
ECCLES STREET EAST,Thursday,12,27.0,7.0,19.0
ECCLES STREET EAST,Thursday,13,27.0,6.0,21.0
ECCLES STREET EAST,Thursday,14,27.0,5.0,22.0
ECCLES STREET EAST,Thursday,15,27.0,5.0,22.0
ECCLES STREET EAST,Thursday,16,27.0,2.0,25.0
ECCLES STREET EAST,Thursday,17,27.0,3.0,24.0
ECCLES STREET EAST,Thursday,18,27.0,3.0,24.0
ECCLES STREET EAST,Thursday,19,27.0,2.0,25.0
ECCLES STREET EAST,Thursday,20,27.0,4.0,23.0
ECCLES STREET EAST,Thursday,21,27.0,6.0,21.0
ECCLES STREET EAST,Thursday,22,27.0,8.0,19.0
ECCLES STREET EAST,Thursday,23,27.0,9.0,18.0
ECCLES STREET EAST,Tuesday,0,27.0,8.0,19.0
ECCLES STREET EAST,Tuesday,1,27.0,8.0,19.0
ECCLES STREET EAST,Tuesday,2,27.0,8.0,19.0
ECCLES STREET EAST,Tuesday,3,27.0,8.0,19.0
ECCLES STREET EAST,Tuesday,4,27.0,9.0,18.0
ECCLES STREET EAST,Tuesday,5,27.0,16.0,11.0
ECCLES STREET EAST,Tuesday,6,27.0,19.0,8.0
ECCLES STREET EAST,Tuesday,7,27.0,16.0,11.0
ECCLES STREET EAST,Tuesday,8,27.0,6.0,21.0
ECCLES STREET EAST,Tuesday,9,27.0,15.0,12.0
ECCLES STREET EAST,Tuesday,10,27.0,17.0,10.0
ECCLES STREET EAST,Tuesday,11,27.0,17.0,10.0
ECCLES STREET EAST,Tuesday,12,27.0,15.0,12.0
ECCLES STREET EAST,Tuesday,13,27.0,14.0,13.0
ECCLES STREET EAST,Tuesday,14,27.0,11.0,16.0
ECCLES STREET EAST,Tuesday,15,27.0,7.0,20.0
ECCLES STREET EAST,Tuesday,16,27.0,3.0,24.0
ECCLES STREET EAST,Tuesday,17,27.0,6.0,21.0
ECCLES STREET EAST,Tuesday,18,27.0,13.0,14.0
ECCLES STREET EAST,Tuesday,19,27.0,12.0,15.0
ECCLES STREET EAST,Tuesday,20,27.0,13.0,14.0
ECCLES STREET EAST,Tuesday,21,27.0,16.0,11.0
ECCLES STREET EAST,Tuesday,22,27.0,18.0,9.0
ECCLES STREET EAST,Tuesday,23,27.0,19.0,8.0
ECCLES STREET EAST,Wednesday,0,27.0,20.0,7.0
ECCLES STREET EAST,Wednesday,1,27.0,20.0,7.0
ECCLES STREET EAST,Wednesday,2,27.0,20.0,7.0
ECCLES STREET EAST,Wednesday,3,27.0,20.0,7.0
ECCLES STREET EAST,Wednesday,4,27.0,21.0,6.0
ECCLES STREET EAST,Wednesday,5,27.0,21.0,6.0
ECCLES STREET EAST,Wednesday,6,27.0,23.0,4.0
ECCLES STREET EAST,Wednesday,7,27.0,23.0,4.0
ECCLES STREET EAST,Wednesday,8,27.0,19.0,8.0
ECCLES STREET EAST,Wednesday,9,27.0,16.0,11.0
ECCLES STREET EAST,Wednesday,10,27.0,15.0,12.0
ECCLES STREET EAST,Wednesday,11,27.0,15.0,12.0
ECCLES STREET EAST,Wednesday,12,27.0,14.0,13.0
ECCLES STREET EAST,Wednesday,13,27.0,17.0,10.0
ECCLES STREET EAST,Wednesday,14,27.0,18.0,9.0
ECCLES STREET EAST,Wednesday,15,27.0,15.0,12.0
ECCLES STREET EAST,Wednesday,16,27.0,11.0,16.0
ECCLES STREET EAST,Wednesday,17,27.0,12.0,15.0
ECCLES STREET EAST,Wednesday,18,27.0,15.0,12.0
ECCLES STREET EAST,Wednesday,19,27.0,14.0,13.0
ECCLES STREET EAST,Wednesday,20,27.0,13.0,14.0
ECCLES STREET EAST,Wednesday,21,27.0,14.0,13.0
ECCLES STREET EAST,Wednesday,22,27.0,16.0,11.0
ECCLES STREET EAST,Wednesday,23,27.0,16.0,11.0
EMMET ROAD,Friday,0,40.0,31.0,9.0
EMMET ROAD,Friday,1,40.0,31.0,9.0
EMMET ROAD,Friday,2,40.0,31.0,9.0
EMMET ROAD,Friday,3,40.0,31.0,9.0
EMMET ROAD,Friday,4,40.0,30.0,10.0
EMMET ROAD,Friday,5,40.0,28.0,12.0
EMMET ROAD,Friday,6,40.0,23.0,17.0
EMMET ROAD,Friday,7,40.0,14.0,26.0
EMMET ROAD,Friday,8,40.0,7.0,33.0
EMMET ROAD,Friday,9,40.0,5.0,35.0
EMMET ROAD,Friday,10,40.0,5.0,35.0
EMMET ROAD,Friday,11,40.0,5.0,35.0
EMMET ROAD,Friday,12,40.0,4.0,36.0
EMMET ROAD,Friday,13,40.0,3.0,37.0
EMMET ROAD,Friday,14,40.0,4.0,36.0
EMMET ROAD,Friday,15,40.0,5.0,35.0
EMMET ROAD,Friday,16,40.0,6.0,34.0
EMMET ROAD,Friday,17,40.0,14.0,26.0
EMMET ROAD,Friday,18,40.0,20.0,20.0
EMMET ROAD,Friday,19,40.0,21.0,19.0
EMMET ROAD,Friday,20,40.0,22.0,18.0
EMMET ROAD,Friday,21,40.0,23.0,17.0
EMMET ROAD,Friday,22,40.0,23.0,17.0
EMMET ROAD,Friday,23,40.0,25.0,15.0
EMMET ROAD,Monday,0,40.0,18.0,22.0
EMMET ROAD,Monday,1,40.0,18.0,22.0
EMMET ROAD,Monday,2,40.0,17.0,23.0
EMMET ROAD,Monday,3,40.0,18.0,22.0
EMMET ROAD,Monday,4,40.0,17.0,23.0
EMMET ROAD,Monday,5,40.0,15.0,25.0
EMMET ROAD,Monday,6,40.0,11.0,29.0
EMMET ROAD,Monday,7,40.0,2.0,38.0
EMMET ROAD,Monday,8,40.0,7.0,33.0
EMMET ROAD,Monday,9,40.0,9.0,31.0
EMMET ROAD,Monday,10,40.0,7.0,33.0
EMMET ROAD,Monday,11,40.0,6.0,34.0
EMMET ROAD,Monday,12,40.0,7.0,33.0
EMMET ROAD,Monday,13,40.0,7.0,33.0
EMMET ROAD,Monday,14,40.0,6.0,34.0
EMMET ROAD,Monday,15,40.0,8.0,32.0
EMMET ROAD,Monday,16,40.0,10.0,30.0
EMMET ROAD,Monday,17,40.0,16.0,24.0
EMMET ROAD,Monday,18,40.0,21.0,19.0
EMMET ROAD,Monday,19,40.0,26.0,14.0
EMMET ROAD,Monday,20,40.0,27.0,13.0
EMMET ROAD,Monday,21,40.0,27.0,13.0
EMMET ROAD,Monday,22,40.0,24.0,16.0
EMMET ROAD,Monday,23,40.0,27.0,13.0
EMMET ROAD,Saturday,0,40.0,25.0,15.0
EMMET ROAD,Saturday,1,40.0,26.0,14.0
EMMET ROAD,Saturday,2,40.0,26.0,14.0
EMMET ROAD,Saturday,3,40.0,26.0,14.0
EMMET ROAD,Saturday,4,40.0,26.0,14.0
EMMET ROAD,Saturday,5,40.0,23.0,17.0
EMMET ROAD,Saturday,6,40.0,24.0,16.0
EMMET ROAD,Saturday,7,40.0,24.0,16.0
EMMET ROAD,Saturday,8,40.0,21.0,19.0
EMMET ROAD,Saturday,9,40.0,18.0,22.0
EMMET ROAD,Saturday,10,40.0,17.0,23.0
EMMET ROAD,Saturday,11,40.0,15.0,25.0
EMMET ROAD,Saturday,12,40.0,15.0,25.0
EMMET ROAD,Saturday,13,40.0,14.0,26.0
EMMET ROAD,Saturday,14,40.0,14.0,26.0
EMMET ROAD,Saturday,15,40.0,13.0,27.0
EMMET ROAD,Saturday,16,40.0,14.0,26.0
EMMET ROAD,Saturday,17,40.0,13.0,27.0
EMMET ROAD,Saturday,18,40.0,12.0,28.0
EMMET ROAD,Saturday,19,40.0,13.0,27.0
EMMET ROAD,Saturday,20,40.0,14.0,26.0
EMMET ROAD,Saturday,21,40.0,14.0,26.0
EMMET ROAD,Saturday,22,40.0,15.0,25.0
EMMET ROAD,Saturday,23,40.0,15.0,25.0
EMMET ROAD,Sunday,0,40.0,16.0,24.0
EMMET ROAD,Sunday,1,40.0,17.0,23.0
EMMET ROAD,Sunday,2,40.0,16.0,24.0
EMMET ROAD,Sunday,3,40.0,16.0,24.0
EMMET ROAD,Sunday,4,40.0,16.0,24.0
EMMET ROAD,Sunday,5,40.0,16.0,24.0
EMMET ROAD,Sunday,6,40.0,14.0,26.0
EMMET ROAD,Sunday,7,40.0,14.0,26.0
EMMET ROAD,Sunday,8,40.0,12.0,28.0
EMMET ROAD,Sunday,9,40.0,10.0,30.0
EMMET ROAD,Sunday,10,40.0,7.0,33.0
EMMET ROAD,Sunday,11,40.0,5.0,35.0
EMMET ROAD,Sunday,12,40.0,2.0,38.0
EMMET ROAD,Sunday,13,40.0,1.0,39.0
EMMET ROAD,Sunday,14,40.0,1.0,39.0
EMMET ROAD,Sunday,15,40.0,0.0,40.0
EMMET ROAD,Sunday,16,40.0,0.0,40.0
EMMET ROAD,Sunday,17,40.0,2.0,38.0
EMMET ROAD,Sunday,18,40.0,4.0,36.0
EMMET ROAD,Sunday,19,40.0,4.0,36.0
EMMET ROAD,Sunday,20,40.0,6.0,34.0
EMMET ROAD,Sunday,21,40.0,5.0,35.0
EMMET ROAD,Sunday,22,40.0,6.0,34.0
EMMET ROAD,Sunday,23,40.0,14.0,26.0
EMMET ROAD,Thursday,0,40.0,33.0,7.0
EMMET ROAD,Thursday,1,40.0,33.0,7.0
EMMET ROAD,Thursday,2,40.0,33.0,7.0
EMMET ROAD,Thursday,3,40.0,33.0,7.0
EMMET ROAD,Thursday,4,40.0,32.0,8.0
EMMET ROAD,Thursday,5,40.0,30.0,10.0
EMMET ROAD,Thursday,6,40.0,24.0,16.0
EMMET ROAD,Thursday,7,40.0,9.0,31.0
EMMET ROAD,Thursday,8,40.0,1.0,39.0
EMMET ROAD,Thursday,9,40.0,0.0,40.0
EMMET ROAD,Thursday,10,40.0,0.0,40.0
EMMET ROAD,Thursday,11,40.0,0.0,40.0
EMMET ROAD,Thursday,12,40.0,0.0,40.0
EMMET ROAD,Thursday,13,40.0,1.0,39.0
EMMET ROAD,Thursday,14,40.0,2.0,38.0
EMMET ROAD,Thursday,15,40.0,2.0,38.0
EMMET ROAD,Thursday,16,40.0,8.0,32.0
EMMET ROAD,Thursday,17,40.0,18.0,22.0
EMMET ROAD,Thursday,18,40.0,21.0,19.0
EMMET ROAD,Thursday,19,40.0,24.0,16.0
EMMET ROAD,Thursday,20,40.0,27.0,13.0
EMMET ROAD,Thursday,21,40.0,30.0,10.0
EMMET ROAD,Thursday,22,40.0,30.0,10.0
EMMET ROAD,Thursday,23,40.0,31.0,9.0
EMMET ROAD,Tuesday,0,40.0,26.0,14.0
EMMET ROAD,Tuesday,1,40.0,26.0,14.0
EMMET ROAD,Tuesday,2,40.0,28.0,12.0
EMMET ROAD,Tuesday,3,40.0,27.0,13.0
EMMET ROAD,Tuesday,4,40.0,26.0,14.0
EMMET ROAD,Tuesday,5,40.0,24.0,16.0
EMMET ROAD,Tuesday,6,40.0,15.0,25.0
EMMET ROAD,Tuesday,7,40.0,8.0,32.0
EMMET ROAD,Tuesday,8,40.0,0.0,40.0
EMMET ROAD,Tuesday,9,40.0,0.0,40.0
EMMET ROAD,Tuesday,10,40.0,0.0,40.0
EMMET ROAD,Tuesday,11,40.0,0.0,40.0
EMMET ROAD,Tuesday,12,40.0,1.0,39.0
EMMET ROAD,Tuesday,13,40.0,2.0,38.0
EMMET ROAD,Tuesday,14,40.0,1.0,39.0
EMMET ROAD,Tuesday,15,40.0,1.0,39.0
EMMET ROAD,Tuesday,16,40.0,5.0,35.0
EMMET ROAD,Tuesday,17,40.0,16.0,24.0
EMMET ROAD,Tuesday,18,40.0,23.0,17.0
EMMET ROAD,Tuesday,19,40.0,26.0,14.0
EMMET ROAD,Tuesday,20,40.0,29.0,11.0
EMMET ROAD,Tuesday,21,40.0,30.0,10.0
EMMET ROAD,Tuesday,22,40.0,30.0,10.0
EMMET ROAD,Tuesday,23,40.0,30.0,10.0
EMMET ROAD,Wednesday,0,40.0,30.0,10.0
EMMET ROAD,Wednesday,1,40.0,30.0,10.0
EMMET ROAD,Wednesday,2,40.0,31.0,9.0
EMMET ROAD,Wednesday,3,40.0,30.0,10.0
EMMET ROAD,Wednesday,4,40.0,30.0,10.0
EMMET ROAD,Wednesday,5,40.0,28.0,12.0
EMMET ROAD,Wednesday,6,40.0,22.0,18.0
EMMET ROAD,Wednesday,7,40.0,13.0,27.0
EMMET ROAD,Wednesday,8,40.0,10.0,30.0
EMMET ROAD,Wednesday,9,40.0,10.0,30.0
EMMET ROAD,Wednesday,10,40.0,10.0,30.0
EMMET ROAD,Wednesday,11,40.0,8.0,32.0
EMMET ROAD,Wednesday,12,40.0,9.0,31.0
EMMET ROAD,Wednesday,13,40.0,9.0,31.0
EMMET ROAD,Wednesday,14,40.0,11.0,29.0
EMMET ROAD,Wednesday,15,40.0,9.0,31.0
EMMET ROAD,Wednesday,16,40.0,13.0,27.0
EMMET ROAD,Wednesday,17,40.0,19.0,21.0
EMMET ROAD,Wednesday,18,40.0,25.0,15.0
EMMET ROAD,Wednesday,19,40.0,29.0,11.0
EMMET ROAD,Wednesday,20,40.0,35.0,5.0
EMMET ROAD,Wednesday,21,40.0,36.0,4.0
EMMET ROAD,Wednesday,22,40.0,34.0,6.0
EMMET ROAD,Wednesday,23,40.0,33.0,7.0
EXCHEQUER STREET,Friday,0,24.0,0.0,24.0
EXCHEQUER STREET,Friday,1,24.0,0.0,24.0
EXCHEQUER STREET,Friday,2,24.0,0.0,24.0
EXCHEQUER STREET,Friday,3,24.0,0.0,24.0
EXCHEQUER STREET,Friday,4,24.0,1.0,23.0
EXCHEQUER STREET,Friday,5,24.0,6.0,18.0
EXCHEQUER STREET,Friday,6,24.0,8.0,16.0
EXCHEQUER STREET,Friday,7,24.0,7.0,17.0
EXCHEQUER STREET,Friday,8,24.0,13.0,11.0
EXCHEQUER STREET,Friday,9,24.0,20.0,4.0
EXCHEQUER STREET,Friday,10,24.0,23.0,1.0
EXCHEQUER STREET,Friday,11,24.0,18.0,6.0
EXCHEQUER STREET,Friday,12,24.0,21.0,3.0
EXCHEQUER STREET,Friday,13,24.0,21.0,3.0
EXCHEQUER STREET,Friday,14,24.0,22.0,2.0
EXCHEQUER STREET,Friday,15,24.0,20.0,4.0
EXCHEQUER STREET,Friday,16,24.0,19.0,5.0
EXCHEQUER STREET,Friday,17,24.0,22.0,2.0
EXCHEQUER STREET,Friday,18,24.0,22.0,2.0
EXCHEQUER STREET,Friday,19,24.0,22.0,2.0
EXCHEQUER STREET,Friday,20,24.0,23.0,1.0
EXCHEQUER STREET,Friday,21,24.0,21.0,3.0
EXCHEQUER STREET,Friday,22,24.0,19.0,5.0
EXCHEQUER STREET,Friday,23,24.0,16.0,8.0
EXCHEQUER STREET,Monday,0,24.0,8.0,16.0
EXCHEQUER STREET,Monday,1,24.0,8.0,16.0
EXCHEQUER STREET,Monday,2,24.0,8.0,16.0
EXCHEQUER STREET,Monday,3,24.0,8.0,16.0
EXCHEQUER STREET,Monday,4,24.0,9.0,15.0
EXCHEQUER STREET,Monday,5,24.0,13.0,11.0
EXCHEQUER STREET,Monday,6,24.0,14.0,10.0
EXCHEQUER STREET,Monday,7,24.0,18.0,6.0
EXCHEQUER STREET,Monday,8,24.0,23.0,1.0
EXCHEQUER STREET,Monday,9,24.0,24.0,0.0
EXCHEQUER STREET,Monday,10,24.0,23.0,1.0
EXCHEQUER STREET,Monday,11,24.0,23.0,1.0
EXCHEQUER STREET,Monday,12,24.0,22.0,2.0
EXCHEQUER STREET,Monday,13,24.0,21.0,3.0
EXCHEQUER STREET,Monday,14,24.0,21.0,3.0
EXCHEQUER STREET,Monday,15,24.0,19.0,5.0
EXCHEQUER STREET,Monday,16,24.0,11.0,13.0
EXCHEQUER STREET,Monday,17,24.0,10.0,14.0
EXCHEQUER STREET,Monday,18,24.0,15.0,9.0
EXCHEQUER STREET,Monday,19,24.0,13.0,11.0
EXCHEQUER STREET,Monday,20,24.0,11.0,13.0
EXCHEQUER STREET,Monday,21,24.0,9.0,15.0
EXCHEQUER STREET,Monday,22,24.0,5.0,19.0
EXCHEQUER STREET,Monday,23,24.0,5.0,19.0
EXCHEQUER STREET,Saturday,0,24.0,14.0,10.0
EXCHEQUER STREET,Saturday,1,24.0,14.0,10.0
EXCHEQUER STREET,Saturday,2,24.0,14.0,10.0
EXCHEQUER STREET,Saturday,3,24.0,14.0,10.0
EXCHEQUER STREET,Saturday,4,24.0,14.0,10.0
EXCHEQUER STREET,Saturday,5,24.0,16.0,8.0
EXCHEQUER STREET,Saturday,6,24.0,14.0,10.0
EXCHEQUER STREET,Saturday,7,24.0,12.0,11.0
EXCHEQUER STREET,Saturday,8,24.0,19.0,5.0
EXCHEQUER STREET,Saturday,9,24.0,22.0,2.0
EXCHEQUER STREET,Saturday,10,24.0,22.0,2.0
EXCHEQUER STREET,Saturday,11,24.0,18.0,6.0
EXCHEQUER STREET,Saturday,12,24.0,17.0,7.0
EXCHEQUER STREET,Saturday,13,24.0,24.0,0.0
EXCHEQUER STREET,Saturday,14,24.0,23.0,1.0
EXCHEQUER STREET,Saturday,15,24.0,22.0,2.0
EXCHEQUER STREET,Saturday,16,24.0,22.0,2.0
EXCHEQUER STREET,Saturday,17,24.0,23.0,1.0
EXCHEQUER STREET,Saturday,18,24.0,23.0,1.0
