name,bike_stands_mean,available_bikes_mean,available_bike_stands_mean,hour,date,Rain
PORTOBELLO ROAD,30.0,6.0,24.0,3,01/04/2018,False
PRINCES STREET / O'CONNELL STREET,23.0,15.0,8.0,3,01/04/2018,False
ROTHE ABBEY,35.0,6.0,29.0,3,01/04/2018,False
ROYAL HOSPITAL,40.0,6.0,34.0,3,01/04/2018,False
SANDWITH STREET,40.0,0.0,0.0,3,01/04/2018,False
SIR PATRICK DUN'S,40.0,15.0,25.0,3,01/04/2018,False
SMITHFIELD,30.0,6.0,24.0,3,01/04/2018,False
SMITHFIELD NORTH,30.0,7.0,23.0,3,01/04/2018,False
SOUTH DOCK ROAD,30.0,4.0,26.0,3,01/04/2018,False
ST JAMES HOSPITAL (LUAS),40.0,23.0,17.0,3,01/04/2018,False
ST. JAMES HOSPITAL (CENTRAL),40.0,25.0,15.0,3,01/04/2018,False
ST. STEPHEN'S GREEN EAST,40.0,19.0,21.0,3,01/04/2018,False
ST. STEPHEN'S GREEN SOUTH,30.0,14.0,16.0,3,01/04/2018,False
STRAND STREET GREAT,35.0,26.0,9.0,3,01/04/2018,False
TALBOT STREET,40.0,36.0,4.0,3,01/04/2018,False
THE POINT,40.0,8.0,32.0,3,01/04/2018,False
TOWNSEND STREET,20.0,18.0,2.0,3,01/04/2018,False
UPPER SHERRARD STREET,30.0,22.0,8.0,3,01/04/2018,False
WESTERN WAY,40.0,17.0,23.0,3,01/04/2018,False
WILTON TERRACE,20.0,6.0,14.0,3,01/04/2018,False
WOLFE TONE STREET,29.0,28.0,1.0,3,01/04/2018,False
YORK STREET EAST,32.0,18.0,14.0,3,01/04/2018,False
YORK STREET WEST,40.0,22.0,18.0,3,01/04/2018,False
BARROW STREET,40.0,4.0,36.0,4,01/04/2018,True
BENSON STREET,40.0,0.0,0.0,4,01/04/2018,True
BLACKHALL PLACE,30.0,5.0,25.0,4,01/04/2018,True
BLESSINGTON STREET,20.0,3.0,17.0,4,01/04/2018,True
BOLTON STREET,20.0,11.833333333333336,8.166666666666666,4,01/04/2018,True
BROOKFIELD ROAD,30.0,21.0,9.0,4,01/04/2018,True
CATHAL BRUGHA STREET,20.0,19.153846153846157,0.8461538461538461,4,01/04/2018,True
CHARLEMONT PLACE,40.0,32.0,8.0,4,01/04/2018,True
CHRISTCHURCH PLACE,20.0,17.0,3.0,4,01/04/2018,True
CITY QUAY,30.0,3.0,27.0,4,01/04/2018,True
CLARENDON ROW,31.0,18.615384615384613,12.384615384615385,4,01/04/2018,True
CLONMEL STREET,33.0,32.30769230769231,0.6923076923076923,4,01/04/2018,True
COLLINS BARRACKS MUSEUM,38.0,13.0,25.0,4,01/04/2018,True
CONVENTION CENTRE,40.0,0.0,40.0,4,01/04/2018,True
CUSTOM HOUSE,30.0,27.0,3.0,4,01/04/2018,True
CUSTOM HOUSE QUAY,30.0,9.0,21.0,4,01/04/2018,True
DAME STREET,16.0,13.916666666666664,2.083333333333333,4,01/04/2018,True
DENMARK STREET GREAT,20.0,15.0,5.0,4,01/04/2018,True
DEVERELL PLACE,30.0,26.0,4.0,4,01/04/2018,True
EARLSFORT TERRACE,30.0,7.0,23.0,4,01/04/2018,True
ECCLES STREET,20.0,5.6923076923076925,14.307692307692307,4,01/04/2018,True
ECCLES STREET EAST,27.0,0.0,27.0,4,01/04/2018,True
EMMET ROAD,40.0,16.0,24.0,4,01/04/2018,True
EXCHEQUER STREET,24.0,15.0,9.0,4,01/04/2018,True
EXCISE WALK,40.0,16.166666666666668,23.83333333333333,4,01/04/2018,True
FENIAN STREET,35.0,7.461538461538463,27.538461538461537,4,01/04/2018,True
FITZWILLIAM SQUARE EAST,40.0,0.0,0.0,4,01/04/2018,True
FITZWILLIAM SQUARE WEST,30.0,9.0,21.0,4,01/04/2018,True
FOWNES STREET UPPER,30.0,17.53846153846154,12.461538461538463,4,01/04/2018,True
FRANCIS STREET,30.0,21.0,9.0,4,01/04/2018,True
FREDERICK STREET SOUTH,30.0,8.0,22.0,4,01/04/2018,True
GEORGES LANE,40.0,4.25,35.75,4,01/04/2018,True
GEORGES QUAY,20.0,9.0,11.0,4,01/04/2018,True
GOLDEN LANE,20.0,19.0,1.0,4,01/04/2018,True
GRAND CANAL DOCK,40.0,18.0,22.0,4,01/04/2018,True
GRANGEGORMAN LOWER (CENTRAL),40.0,4.0,36.0,4,01/04/2018,True
GRANGEGORMAN LOWER (NORTH),36.0,2.0,34.0,4,01/04/2018,True
GRANGEGORMAN LOWER (SOUTH),40.0,3.0,37.0,4,01/04/2018,True
GRANTHAM STREET,30.0,11.384615384615385,18.615384615384613,4,01/04/2018,True
GRATTAN STREET,23.0,3.0,20.0,4,01/04/2018,True
GREEK STREET,20.0,13.0,7.0,4,01/04/2018,True
GUILD STREET,40.0,3.0,37.0,4,01/04/2018,True
HANOVER QUAY,40.0,1.0,39.0,4,01/04/2018,True
HARCOURT TERRACE,20.0,14.0,6.0,4,01/04/2018,True
HARDWICKE PLACE,25.0,12.0,13.0,4,01/04/2018,True
HARDWICKE STREET,16.0,2.5384615384615383,13.461538461538463,4,01/04/2018,True
HATCH STREET,36.0,11.0,25.0,4,01/04/2018,True
HERBERT PLACE,30.0,20.0,10.0,4,01/04/2018,True
HERBERT STREET,40.0,4.0,36.0,4,01/04/2018,True
HEUSTON BRIDGE (NORTH),40.0,34.846153846153854,5.153846153846153,4,01/04/2018,True
HEUSTON BRIDGE (SOUTH),25.0,10.0,15.0,4,01/04/2018,True
HEUSTON STATION (CAR PARK),40.0,40.0,0.0,4,01/04/2018,True
HEUSTON STATION (CENTRAL),40.0,40.0,0.0,4,01/04/2018,True
HIGH STREET,29.0,17.0,12.0,4,01/04/2018,True
JAMES STREET,40.0,23.0,17.0,4,01/04/2018,True
JERVIS STREET,21.0,11.0,10.0,4,01/04/2018,True
JOHN STREET WEST,31.0,23.0,8.0,4,01/04/2018,True
KEVIN STREET,40.0,21.0,19.0,4,01/04/2018,True
KILMAINHAM GAOL,40.0,28.0,12.0,4,01/04/2018,True
KILMAINHAM LANE,30.0,7.0,23.0,4,01/04/2018,True
KING STREET NORTH,30.0,9.0,21.0,4,01/04/2018,True
LEINSTER STREET SOUTH,30.0,3.1666666666666665,26.83333333333333,4,01/04/2018,True
LIME STREET,40.0,6.0,34.0,4,01/04/2018,True
MARKET STREET SOUTH,38.0,16.0,22.0,4,01/04/2018,True
MATER HOSPITAL,40.0,22.0,18.0,4,01/04/2018,True
MERRION SQUARE EAST,30.0,1.0,29.0,4,01/04/2018,True
MERRION SQUARE WEST,20.0,0.0,20.0,4,01/04/2018,True
MOLESWORTH STREET,20.0,10.333333333333334,9.666666666666666,4,01/04/2018,True
MOUNT BROWN,22.0,9.76923076923077,12.230769230769232,4,01/04/2018,True
MOUNT STREET LOWER,40.0,19.0,21.0,4,01/04/2018,True
MOUNTJOY SQUARE WEST,30.0,26.538461538461537,3.4615384615384617,4,01/04/2018,True
NEW CENTRAL BANK,40.0,1.3333333333333333,38.66666666666666,4,01/04/2018,True
NEWMAN HOUSE,40.0,0.0,40.0,4,01/04/2018,True
NORTH CIRCULAR ROAD,30.0,10.461538461538463,19.53846153846154,4,01/04/2018,True
OLIVER BOND STREET,30.0,17.0,13.0,4,01/04/2018,True
ORMOND QUAY UPPER,29.0,29.0,0.0,4,01/04/2018,True
PARKGATE STREET,38.0,19.0,19.0,4,01/04/2018,True
PARNELL SQUARE NORTH,20.0,8.0,12.0,4,01/04/2018,True
PARNELL STREET,20.0,18.0,2.0,4,01/04/2018,True
PEARSE STREET,30.0,4.0,26.0,4,01/04/2018,True
PORTOBELLO HARBOUR,30.0,10.833333333333336,19.166666666666668,4,01/04/2018,True
PORTOBELLO ROAD,30.0,5.666666666666668,24.33333333333333,4,01/04/2018,True
PRINCES STREET / O'CONNELL STREET,23.0,15.0,8.0,4,01/04/2018,True
ROTHE ABBEY,35.0,6.0,29.0,4,01/04/2018,True
ROYAL HOSPITAL,40.0,6.0,34.0,4,01/04/2018,True
SANDWITH STREET,40.0,0.0,0.0,4,01/04/2018,True
SIR PATRICK DUN'S,40.0,15.0,25.0,4,01/04/2018,True
SMITHFIELD,30.0,6.0,24.0,4,01/04/2018,True
SMITHFIELD NORTH,30.0,7.416666666666668,22.58333333333333,4,01/04/2018,True
SOUTH DOCK ROAD,30.0,4.416666666666667,25.58333333333333,4,01/04/2018,True
ST JAMES HOSPITAL (LUAS),40.0,23.0,17.0,4,01/04/2018,True
ST. JAMES HOSPITAL (CENTRAL),40.0,25.0,15.0,4,01/04/2018,True
ST. STEPHEN'S GREEN EAST,40.0,18.33333333333333,21.66666666666667,4,01/04/2018,True
ST. STEPHEN'S GREEN SOUTH,30.0,14.0,16.0,4,01/04/2018,True
STRAND STREET GREAT,35.0,26.0,9.0,4,01/04/2018,True
TALBOT STREET,40.0,36.083333333333336,3.9166666666666665,4,01/04/2018,True
THE POINT,40.0,8.0,32.0,4,01/04/2018,True
TOWNSEND STREET,20.0,18.0,2.0,4,01/04/2018,True
UPPER SHERRARD STREET,30.0,20.23076923076923,9.76923076923077,4,01/04/2018,True
WESTERN WAY,40.0,16.846153846153847,23.153846153846153,4,01/04/2018,True
WILTON TERRACE,20.0,6.0,14.0,4,01/04/2018,True
WOLFE TONE STREET,29.0,28.16666666666667,0.8333333333333334,4,01/04/2018,True
YORK STREET EAST,32.0,17.25,14.75,4,01/04/2018,True
YORK STREET WEST,40.0,22.0,18.0,4,01/04/2018,True
BARROW STREET,40.0,4.461538461538462,35.53846153846154,5,01/04/2018,False
BENSON STREET,40.0,0.0,0.0,5,01/04/2018,False
BLACKHALL PLACE,30.0,3.8333333333333335,26.16666666666667,5,01/04/2018,False
BLESSINGTON STREET,20.0,3.7692307692307687,16.23076923076923,5,01/04/2018,False
BOLTON STREET,20.0,11.833333333333336,8.166666666666666,5,01/04/2018,False
BROOKFIELD ROAD,30.0,21.23076923076923,8.76923076923077,5,01/04/2018,False
CATHAL BRUGHA STREET,20.0,18.166666666666668,1.8333333333333333,5,01/04/2018,False
CHARLEMONT PLACE,40.0,32.0,8.0,5,01/04/2018,False
CHRISTCHURCH PLACE,20.0,17.46153846153846,2.5384615384615383,5,01/04/2018,False
CITY QUAY,30.0,3.0,27.0,5,01/04/2018,False
CLARENDON ROW,31.0,19.0,12.0,5,01/04/2018,False
CLONMEL STREET,33.0,32.0,1.0,5,01/04/2018,False
COLLINS BARRACKS MUSEUM,38.0,12.615384615384615,25.384615384615387,5,01/04/2018,False
CONVENTION CENTRE,40.0,0.0,40.0,5,01/04/2018,False
CUSTOM HOUSE,30.0,27.16666666666667,2.833333333333333,5,01/04/2018,False
CUSTOM HOUSE QUAY,30.0,9.23076923076923,20.76923076923077,5,01/04/2018,False
DAME STREET,16.0,14.461538461538463,1.5384615384615383,5,01/04/2018,False
DENMARK STREET GREAT,20.0,14.076923076923075,5.9230769230769225,5,01/04/2018,False
DEVERELL PLACE,30.0,26.30769230769231,3.692307692307693,5,01/04/2018,False
EARLSFORT TERRACE,30.0,7.0,23.0,5,01/04/2018,False
ECCLES STREET,20.0,5.0,15.0,5,01/04/2018,False
ECCLES STREET EAST,27.0,0.0,27.0,5,01/04/2018,False
EMMET ROAD,40.0,14.916666666666664,25.08333333333333,5,01/04/2018,False
EXCHEQUER STREET,24.0,16.916666666666668,7.083333333333332,5,01/04/2018,False
EXCISE WALK,40.0,15.166666666666664,24.83333333333333,5,01/04/2018,False
FENIAN STREET,35.0,7.8181818181818175,27.181818181818183,5,01/04/2018,False
FITZWILLIAM SQUARE EAST,40.0,0.0,0.0,5,01/04/2018,False
FITZWILLIAM SQUARE WEST,30.0,9.0,21.0,5,01/04/2018,False
FOWNES STREET UPPER,30.0,19.08333333333333,10.916666666666664,5,01/04/2018,False
FRANCIS STREET,30.0,20.83333333333333,9.166666666666666,5,01/04/2018,False
FREDERICK STREET SOUTH,30.0,8.0,22.0,5,01/04/2018,False
GEORGES LANE,40.0,5.583333333333332,34.416666666666664,5,01/04/2018,False
GEORGES QUAY,20.0,9.0,11.0,5,01/04/2018,False
GOLDEN LANE,20.0,19.0,1.0,5,01/04/2018,False
GRAND CANAL DOCK,40.0,18.0,22.0,5,01/04/2018,False
GRANGEGORMAN LOWER (CENTRAL),40.0,4.0,36.0,5,01/04/2018,False
GRANGEGORMAN LOWER (NORTH),36.0,2.0,34.0,5,01/04/2018,False
GRANGEGORMAN LOWER (SOUTH),40.0,3.0,37.0,5,01/04/2018,False
GRANTHAM STREET,30.0,11.166666666666664,18.83333333333333,5,01/04/2018,False
GRATTAN STREET,23.0,3.0,20.0,5,01/04/2018,False
GREEK STREET,20.0,13.0,7.0,5,01/04/2018,False
GUILD STREET,40.0,3.0,37.0,5,01/04/2018,False
HANOVER QUAY,40.0,2.3846153846153846,37.615384615384606,5,01/04/2018,False
HARCOURT TERRACE,20.0,14.0,6.0,5,01/04/2018,False
HARDWICKE PLACE,25.0,10.923076923076923,14.076923076923075,5,01/04/2018,False
HARDWICKE STREET,16.0,1.8333333333333333,14.166666666666664,5,01/04/2018,False
HATCH STREET,36.0,11.0,25.0,5,01/04/2018,False
HERBERT PLACE,30.0,20.384615384615387,9.615384615384617,5,01/04/2018,False
HERBERT STREET,40.0,4.0,36.0,5,01/04/2018,False
HEUSTON BRIDGE (NORTH),40.0,34.0,6.0,5,01/04/2018,False
HEUSTON BRIDGE (SOUTH),25.0,10.0,15.0,5,01/04/2018,False
HEUSTON STATION (CAR PARK),40.0,40.0,0.0,5,01/04/2018,False
HEUSTON STATION (CENTRAL),40.0,40.0,0.0,5,01/04/2018,False
HIGH STREET,29.0,17.0,12.0,5,01/04/2018,False
JAMES STREET,40.0,22.33333333333333,17.666666666666668,5,01/04/2018,False
JERVIS STREET,21.0,11.0,10.0,5,01/04/2018,False
JOHN STREET WEST,31.0,21.76923076923077,9.23076923076923,5,01/04/2018,False
KEVIN STREET,40.0,20.571428571428573,19.428571428571427,5,01/04/2018,False
KILMAINHAM GAOL,40.0,28.33333333333333,11.666666666666664,5,01/04/2018,False
KILMAINHAM LANE,30.0,7.0,23.0,5,01/04/2018,False
KING STREET NORTH,30.0,8.833333333333334,21.166666666666668,5,01/04/2018,False
LEINSTER STREET SOUTH,30.0,4.307692307692308,25.69230769230769,5,01/04/2018,False
LIME STREET,40.0,6.0,34.0,5,01/04/2018,False
MARKET STREET SOUTH,38.0,15.692307692307693,22.30769230769231,5,01/04/2018,False
MATER HOSPITAL,40.0,21.69230769230769,18.30769230769231,5,01/04/2018,False
MERRION SQUARE EAST,30.0,1.0,29.0,5,01/04/2018,False
MERRION SQUARE WEST,20.0,0.0,20.0,5,01/04/2018,False
MOLESWORTH STREET,20.0,10.333333333333334,9.666666666666666,5,01/04/2018,False
MOUNT BROWN,22.0,10.0,12.0,5,01/04/2018,False
MOUNT STREET LOWER,40.0,19.166666666666668,20.83333333333333,5,01/04/2018,False
MOUNTJOY SQUARE WEST,30.0,24.58333333333333,5.416666666666668,5,01/04/2018,False
NEW CENTRAL BANK,40.0,1.0,38.16666666666666,5,01/04/2018,False
NEWMAN HOUSE,40.0,0.0,40.0,5,01/04/2018,False
NORTH CIRCULAR ROAD,30.0,9.333333333333334,20.666666666666668,5,01/04/2018,False
OLIVER BOND STREET,30.0,16.0,14.0,5,01/04/2018,False
ORMOND QUAY UPPER,29.0,28.538461538461537,0.4615384615384616,5,01/04/2018,False
PARKGATE STREET,38.0,19.0,19.0,5,01/04/2018,False
PARNELL SQUARE NORTH,20.0,7.666666666666668,12.333333333333336,5,01/04/2018,False
PARNELL STREET,20.0,17.153846153846153,2.8461538461538463,5,01/04/2018,False
PEARSE STREET,30.0,4.0,26.0,5,01/04/2018,False
PORTOBELLO HARBOUR,30.0,9.615384615384617,20.384615384615387,5,01/04/2018,False
PORTOBELLO ROAD,30.0,5.0,25.0,5,01/04/2018,False
PRINCES STREET / O'CONNELL STREET,23.0,15.769230769230768,7.230769230769232,5,01/04/2018,False
ROTHE ABBEY,35.0,6.0,29.0,5,01/04/2018,False
ROYAL HOSPITAL,40.0,4.769230769230768,35.230769230769226,5,01/04/2018,False
SANDWITH STREET,40.0,0.0,0.0,5,01/04/2018,False
SIR PATRICK DUN'S,40.0,15.75,24.25,5,01/04/2018,False
SMITHFIELD,30.0,6.0,24.0,5,01/04/2018,False
SMITHFIELD NORTH,30.0,9.0,21.0,5,01/04/2018,False
SOUTH DOCK ROAD,30.0,6.0,24.0,5,01/04/2018,False
ST JAMES HOSPITAL (LUAS),40.0,23.25,16.75,5,01/04/2018,False
ST. JAMES HOSPITAL (CENTRAL),40.0,25.0,15.0,5,01/04/2018,False
ST. STEPHEN'S GREEN EAST,40.0,18.46153846153846,21.538461538461537,5,01/04/2018,False
ST. STEPHEN'S GREEN SOUTH,30.0,15.0,15.0,5,01/04/2018,False
STRAND STREET GREAT,35.0,27.69230769230769,7.3076923076923075,5,01/04/2018,False
TALBOT STREET,40.0,35.333333333333336,4.666666666666667,5,01/04/2018,False
THE POINT,40.0,8.153846153846152,31.84615384615385,5,01/04/2018,False
TOWNSEND STREET,20.0,18.33333333333333,1.6666666666666667,5,01/04/2018,False
UPPER SHERRARD STREET,30.0,18.545454545454547,11.454545454545455,5,01/04/2018,False
WESTERN WAY,40.0,16.0,24.0,5,01/04/2018,False
WILTON TERRACE,20.0,5.615384615384616,14.384615384615385,5,01/04/2018,False
WOLFE TONE STREET,29.0,28.66666666666667,0.3333333333333333,5,01/04/2018,False
YORK STREET EAST,32.0,16.692307692307693,15.307692307692307,5,01/04/2018,False
YORK STREET WEST,40.0,22.153846153846153,17.846153846153847,5,01/04/2018,False
BARROW STREET,40.0,4.916666666666667,35.083333333333336,6,01/04/2018,False
BENSON STREET,40.0,0.0,0.0,6,01/04/2018,False
BLACKHALL PLACE,30.0,3.0,27.0,6,01/04/2018,False
BLESSINGTON STREET,20.0,3.363636363636364,16.636363636363637,6,01/04/2018,False
BOLTON STREET,20.0,10.333333333333334,9.666666666666666,6,01/04/2018,False
BROOKFIELD ROAD,30.0,20.63636363636364,9.363636363636363,6,01/04/2018,False
CATHAL BRUGHA STREET,20.0,15.545454545454545,4.454545454545454,6,01/04/2018,False
CHARLEMONT PLACE,40.0,33.46153846153846,6.538461538461537,6,01/04/2018,False
CHRISTCHURCH PLACE,20.0,18.0,2.0,6,01/04/2018,False
CITY QUAY,30.0,3.0,27.0,6,01/04/2018,False
CLARENDON ROW,31.0,22.33333333333333,8.666666666666666,6,01/04/2018,False
CLONMEL STREET,33.0,32.27272727272727,0.7272727272727273,6,01/04/2018,False
COLLINS BARRACKS MUSEUM,38.0,11.636363636363635,26.363636363636363,6,01/04/2018,False
CONVENTION CENTRE,40.0,0.0,40.0,6,01/04/2018,False
CUSTOM HOUSE,30.0,28.0,2.0,6,01/04/2018,False
CUSTOM HOUSE QUAY,30.0,9.333333333333334,20.666666666666668,6,01/04/2018,False
DAME STREET,16.0,16.0,0.0,6,01/04/2018,False
DENMARK STREET GREAT,20.0,14.0,6.0,6,01/04/2018,False
DEVERELL PLACE,30.0,26.58333333333333,3.4166666666666665,6,01/04/2018,False
EARLSFORT TERRACE,30.0,7.0,23.0,6,01/04/2018,False
ECCLES STREET,20.0,3.1666666666666665,16.833333333333332,6,01/04/2018,False
ECCLES STREET EAST,27.0,0.25,26.75,6,01/04/2018,False
EMMET ROAD,40.0,12.538461538461537,27.461538461538463,6,01/04/2018,False
EXCHEQUER STREET,24.0,19.58333333333333,4.416666666666667,6,01/04/2018,False
EXCISE WALK,40.0,15.0,25.0,6,01/04/2018,False
FENIAN STREET,35.0,6.833333333333332,28.16666666666667,6,01/04/2018,False
FITZWILLIAM SQUARE EAST,40.0,0.0,0.0,6,01/04/2018,False
FITZWILLIAM SQUARE WEST,30.0,9.0,21.0,6,01/04/2018,False
FOWNES STREET UPPER,30.0,25.63636363636364,4.363636363636363,6,01/04/2018,False
FRANCIS STREET,30.0,19.076923076923077,10.923076923076923,6,01/04/2018,False
FREDERICK STREET SOUTH,30.0,8.0,22.0,6,01/04/2018,False
GEORGES LANE,40.0,3.333333333333333,36.66666666666666,6,01/04/2018,False
GEORGES QUAY,20.0,9.0,11.0,6,01/04/2018,False
GOLDEN LANE,20.0,19.0,1.0,6,01/04/2018,False
GRAND CANAL DOCK,40.0,18.166666666666668,21.83333333333333,6,01/04/2018,False
GRANGEGORMAN LOWER (CENTRAL),40.0,4.0,36.0,6,01/04/2018,False
GRANGEGORMAN LOWER (NORTH),36.0,2.0,34.0,6,01/04/2018,False
GRANGEGORMAN LOWER (SOUTH),40.0,3.0,37.0,6,01/04/2018,False
GRANTHAM STREET,30.0,10.818181818181818,19.181818181818183,6,01/04/2018,False
GRATTAN STREET,23.0,3.0,20.0,6,01/04/2018,False
GREEK STREET,20.0,12.692307692307693,7.3076923076923075,6,01/04/2018,False
GUILD STREET,40.0,2.583333333333333,37.41666666666666,6,01/04/2018,False
HANOVER QUAY,40.0,5.8181818181818175,34.18181818181818,6,01/04/2018,False
HARCOURT TERRACE,20.0,14.0,6.0,6,01/04/2018,False
HARDWICKE PLACE,25.0,9.0,16.0,6,01/04/2018,False
HARDWICKE STREET,16.0,0.0,16.0,6,01/04/2018,False
HATCH STREET,36.0,11.5,24.5,6,01/04/2018,False
HERBERT PLACE,30.0,25.33333333333333,4.666666666666667,6,01/04/2018,False
HERBERT STREET,40.0,4.0,36.0,6,01/04/2018,False
HEUSTON BRIDGE (NORTH),40.0,34.2,5.8,6,01/04/2018,False
HEUSTON BRIDGE (SOUTH),25.0,10.0,15.0,6,01/04/2018,False
HEUSTON STATION (CAR PARK),40.0,40.0,0.0,6,01/04/2018,False
HEUSTON STATION (CENTRAL),40.0,40.0,0.0,6,01/04/2018,False
HIGH STREET,29.0,16.53846153846154,12.461538461538463,6,01/04/2018,False
JAMES STREET,40.0,21.846153846153847,18.153846153846157,6,01/04/2018,False
JERVIS STREET,21.0,11.153846153846152,9.846153846153848,6,01/04/2018,False
JOHN STREET WEST,31.0,20.83333333333333,10.166666666666666,6,01/04/2018,False
KEVIN STREET,40.0,20.181818181818183,19.818181818181817,6,01/04/2018,False
KILMAINHAM GAOL,40.0,26.84615384615385,13.153846153846152,6,01/04/2018,False
KILMAINHAM LANE,30.0,7.0,23.0,6,01/04/2018,False
KING STREET NORTH,30.0,7.153846153846153,22.84615384615385,6,01/04/2018,False
LEINSTER STREET SOUTH,30.0,5.416666666666668,24.58333333333333,6,01/04/2018,False
LIME STREET,40.0,6.666666666666668,33.333333333333336,6,01/04/2018,False
MARKET STREET SOUTH,38.0,14.454545454545455,23.54545454545455,6,01/04/2018,False
MATER HOSPITAL,40.0,20.181818181818183,19.818181818181817,6,01/04/2018,False
MERRION SQUARE EAST,30.0,0.8333333333333334,29.16666666666667,6,01/04/2018,False
MERRION SQUARE WEST,20.0,0.9230769230769232,19.076923076923077,6,01/04/2018,False
MOLESWORTH STREET,20.0,12.333333333333336,7.666666666666668,6,01/04/2018,False
MOUNT BROWN,22.0,9.692307692307693,12.307692307692307,6,01/04/2018,False
MOUNT STREET LOWER,40.0,19.357142857142858,20.642857142857142,6,01/04/2018,False
MOUNTJOY SQUARE WEST,30.0,21.272727272727273,8.727272727272727,6,01/04/2018,False
NEW CENTRAL BANK,40.0,0.5833333333333334,38.41666666666666,6,01/04/2018,False
NEWMAN HOUSE,40.0,0.16666666666666666,39.833333333333336,6,01/04/2018,False
NORTH CIRCULAR ROAD,30.0,5.916666666666668,24.08333333333333,6,01/04/2018,False
OLIVER BOND STREET,30.0,15.0,15.0,6,01/04/2018,False
ORMOND QUAY UPPER,29.0,27.66666666666667,1.3333333333333333,6,01/04/2018,False
PARKGATE STREET,38.0,19.0,19.0,6,01/04/2018,False
PARNELL SQUARE NORTH,20.0,6.615384615384616,13.384615384615385,6,01/04/2018,False
PARNELL STREET,20.0,14.818181818181818,5.181818181818182,6,01/04/2018,False
PEARSE STREET,30.0,5.0,25.0,6,01/04/2018,False
PORTOBELLO HARBOUR,30.0,7.3076923076923075,22.69230769230769,6,01/04/2018,False
PORTOBELLO ROAD,30.0,4.833333333333333,25.16666666666667,6,01/04/2018,False
PRINCES STREET / O'CONNELL STREET,23.0,20.90909090909091,2.090909090909091,6,01/04/2018,False
ROTHE ABBEY,35.0,6.0,29.0,6,01/04/2018,False
ROYAL HOSPITAL,40.0,4.0,36.0,6,01/04/2018,False
SANDWITH STREET,40.0,0.0,0.0,6,01/04/2018,False
SIR PATRICK DUN'S,40.0,18.5,21.5,6,01/04/2018,False
SMITHFIELD,30.0,4.9230769230769225,25.07692307692308,6,01/04/2018,False
SMITHFIELD NORTH,30.0,8.166666666666666,21.83333333333333,6,01/04/2018,False
SOUTH DOCK ROAD,30.0,6.0,24.0,6,01/04/2018,False
ST JAMES HOSPITAL (LUAS),40.0,23.33333333333333,16.666666666666668,6,01/04/2018,False
ST. JAMES HOSPITAL (CENTRAL),40.0,25.16666666666667,14.833333333333336,6,01/04/2018,False
ST. STEPHEN'S GREEN EAST,40.0,18.63636363636364,21.363636363636363,6,01/04/2018,False
ST. STEPHEN'S GREEN SOUTH,30.0,17.0,13.0,6,01/04/2018,False
STRAND STREET GREAT,35.0,29.0,6.0,6,01/04/2018,False
TALBOT STREET,40.0,36.333333333333336,3.6666666666666665,6,01/04/2018,False
THE POINT,40.0,8.0,32.0,6,01/04/2018,False
TOWNSEND STREET,20.0,19.153846153846157,0.8461538461538461,6,01/04/2018,False
UPPER SHERRARD STREET,30.0,16.76923076923077,13.230769230769232,6,01/04/2018,False
WESTERN WAY,40.0,16.583333333333332,23.41666666666667,6,01/04/2018,False
WILTON TERRACE,20.0,7.333333333333332,12.666666666666664,6,01/04/2018,False
WOLFE TONE STREET,29.0,25.615384615384613,3.3846153846153846,6,01/04/2018,False
YORK STREET EAST,32.0,18.545454545454547,13.454545454545455,6,01/04/2018,False
YORK STREET WEST,40.0,23.0,17.0,6,01/04/2018,False
BARROW STREET,40.0,5.166666666666667,34.833333333333336,7,01/04/2018,False
BENSON STREET,40.0,0.0,0.0,7,01/04/2018,False
BLACKHALL PLACE,30.0,3.0,27.0,7,01/04/2018,False
BLESSINGTON STREET,20.0,2.333333333333333,17.666666666666668,7,01/04/2018,False
BOLTON STREET,20.0,9.0,11.0,7,01/04/2018,False
BROOKFIELD ROAD,30.0,19.0,11.0,7,01/04/2018,False
CATHAL BRUGHA STREET,20.0,15.769230769230768,4.230769230769232,7,01/04/2018,False
CHARLEMONT PLACE,40.0,32.166666666666664,7.833333333333332,7,01/04/2018,False
CHRISTCHURCH PLACE,20.0,18.3,1.7,7,01/04/2018,False
CITY QUAY,30.0,1.181818181818182,28.818181818181817,7,01/04/2018,False
CLARENDON ROW,31.0,25.272727272727273,5.727272727272728,7,01/04/2018,False
CLONMEL STREET,33.0,33.0,0.0,7,01/04/2018,False
COLLINS BARRACKS MUSEUM,38.0,10.23076923076923,27.76923076923077,7,01/04/2018,False
CONVENTION CENTRE,40.0,0.0,40.0,7,01/04/2018,False
CUSTOM HOUSE,30.0,28.75,1.25,7,01/04/2018,False
CUSTOM HOUSE QUAY,30.0,10.0,20.0,7,01/04/2018,False
DAME STREET,16.0,16.0,0.0,7,01/04/2018,False
DENMARK STREET GREAT,20.0,13.333333333333336,6.666666666666668,7,01/04/2018,False
DEVERELL PLACE,30.0,25.58333333333333,4.416666666666667,7,01/04/2018,False
EARLSFORT TERRACE,30.0,7.0,23.0,7,01/04/2018,False
ECCLES STREET,20.0,1.4166666666666667,18.58333333333333,7,01/04/2018,False
ECCLES STREET EAST,27.0,3.0,24.0,7,01/04/2018,False
EMMET ROAD,40.0,12.454545454545455,27.54545454545455,7,01/04/2018,False
