name,date,hour,bike_stands_mean,available_bikes_mean,available_bike_stands_mean
BARROW STREET,01/04/2018,0,40.0,4.0,36.0
BARROW STREET,01/04/2018,1,40.0,4.0,36.0
BARROW STREET,01/04/2018,2,40.0,4.0,36.0
BARROW STREET,01/04/2018,3,40.0,4.0,36.0
BARROW STREET,01/04/2018,4,40.0,4.0,36.0
BARROW STREET,01/04/2018,5,40.0,4.461538461538462,35.53846153846154
BARROW STREET,01/04/2018,6,40.0,4.916666666666667,35.083333333333336
BARROW STREET,01/04/2018,7,40.0,5.166666666666667,34.833333333333336
BARROW STREET,01/04/2018,8,40.0,3.727272727272727,36.27272727272727
BARROW STREET,01/04/2018,9,40.0,1.7692307692307692,38.23076923076923
BARROW STREET,01/04/2018,10,40.0,0.5833333333333334,39.416666666666664
BARROW STREET,01/04/2018,11,40.0,3.25,36.75
BARROW STREET,01/04/2018,12,40.0,3.6363636363636362,36.36363636363637
BARROW STREET,01/04/2018,13,40.0,3.5833333333333335,36.416666666666664
BARROW STREET,01/04/2018,14,40.0,10.666666666666666,29.333333333333332
BARROW STREET,01/04/2018,15,40.0,11.416666666666666,28.583333333333332
BARROW STREET,01/04/2018,16,40.0,15.25,24.75
BARROW STREET,01/04/2018,17,40.0,12.153846153846153,27.846153846153847
BARROW STREET,01/04/2018,18,40.0,12.454545454545455,27.545454545454547
BARROW STREET,01/04/2018,19,40.0,12.692307692307692,27.307692307692307
BARROW STREET,01/04/2018,20,40.0,13.363636363636363,26.636363636363637
BARROW STREET,01/04/2018,21,40.0,14.916666666666666,25.083333333333332
BARROW STREET,01/04/2018,22,40.0,13.846153846153847,26.153846153846153
BARROW STREET,01/04/2018,23,40.0,15.363636363636363,24.636363636363637
BARROW STREET,02/04/2018,0,40.0,16.0,24.0
BARROW STREET,02/04/2018,1,40.0,16.0,24.0
BARROW STREET,02/04/2018,2,40.0,16.0,24.0
BARROW STREET,02/04/2018,3,40.0,16.0,24.0
BARROW STREET,02/04/2018,4,40.0,16.0,24.0
BARROW STREET,02/04/2018,5,40.0,16.166666666666668,23.833333333333332
BARROW STREET,02/04/2018,6,40.0,16.153846153846153,23.846153846153847
BARROW STREET,02/04/2018,7,40.0,17.454545454545453,22.545454545454547
BARROW STREET,02/04/2018,8,40.0,20.307692307692307,19.692307692307693
BARROW STREET,02/04/2018,9,40.0,21.0,19.0
BARROW STREET,02/04/2018,10,40.0,17.916666666666668,22.083333333333332
BARROW STREET,02/04/2018,11,40.0,16.833333333333332,23.166666666666668
BARROW STREET,02/04/2018,12,40.0,16.46153846153846,23.53846153846154
BARROW STREET,02/04/2018,13,40.0,17.454545454545453,22.545454545454547
BARROW STREET,02/04/2018,14,40.0,18.5,21.5
BARROW STREET,02/04/2018,15,40.0,15.333333333333334,24.666666666666668
BARROW STREET,02/04/2018,16,40.0,12.75,27.25
BARROW STREET,02/04/2018,17,40.0,11.25,28.75
BARROW STREET,02/04/2018,18,40.0,9.166666666666666,30.833333333333332
BARROW STREET,02/04/2018,19,40.0,9.583333333333334,30.416666666666668
BARROW STREET,02/04/2018,20,40.0,9.75,30.25
BARROW STREET,02/04/2018,21,40.0,10.666666666666666,29.333333333333332
BARROW STREET,02/04/2018,22,40.0,10.0,30.0
BARROW STREET,02/04/2018,23,40.0,10.5,29.5
BARROW STREET,03/04/2018,0,40.0,10.0,30.0
BARROW STREET,03/04/2018,1,40.0,10.0,30.0
BARROW STREET,03/04/2018,2,40.0,10.0,30.0
BARROW STREET,03/04/2018,3,40.0,10.0,30.0
BARROW STREET,03/04/2018,4,40.0,10.0,30.0
BARROW STREET,03/04/2018,5,40.0,14.692307692307692,25.307692307692307
BARROW STREET,03/04/2018,6,40.0,12.272727272727273,27.727272727272727
BARROW STREET,03/04/2018,7,40.0,20.5,19.5
BARROW STREET,03/04/2018,8,40.0,39.0,1.0
BARROW STREET,03/04/2018,9,40.0,38.75,1.25
BARROW STREET,03/04/2018,10,40.0,33.666666666666664,6.333333333333333
BARROW STREET,03/04/2018,11,40.0,32.333333333333336,7.666666666666667
BARROW STREET,03/04/2018,12,40.0,31.90909090909091,8.090909090909092
BARROW STREET,03/04/2018,13,40.0,30.0,10.0
BARROW STREET,03/04/2018,14,40.0,24.636363636363637,15.363636363636363
BARROW STREET,03/04/2018,15,40.0,22.083333333333332,17.916666666666668
BARROW STREET,03/04/2018,16,40.0,21.333333333333332,18.666666666666668
BARROW STREET,03/04/2018,17,40.0,8.416666666666666,31.583333333333332
BARROW STREET,03/04/2018,18,40.0,1.75,38.25
BARROW STREET,03/04/2018,19,40.0,2.8333333333333335,37.166666666666664
BARROW STREET,03/04/2018,20,40.0,6.333333333333333,33.666666666666664
BARROW STREET,03/04/2018,21,40.0,9.928571428571429,30.071428571428573
BARROW STREET,03/04/2018,22,40.0,11.2,28.8
BARROW STREET,03/04/2018,23,40.0,12.0,28.0
BARROW STREET,04/04/2018,0,40.0,12.0,28.0
BARROW STREET,04/04/2018,1,40.0,12.0,28.0
BARROW STREET,04/04/2018,2,40.0,12.0,28.0
BARROW STREET,04/04/2018,3,40.0,12.0,28.0
BARROW STREET,04/04/2018,4,40.0,12.0,28.0
BARROW STREET,04/04/2018,5,40.0,5.166666666666667,34.833333333333336
BARROW STREET,04/04/2018,6,40.0,7.0,33.0
BARROW STREET,04/04/2018,7,40.0,16.583333333333332,22.5
BARROW STREET,04/04/2018,8,40.0,29.25,9.75
BARROW STREET,04/04/2018,9,40.0,36.53846153846154,2.4615384615384617
BARROW STREET,04/04/2018,10,40.0,38.45454545454545,0.5454545454545454
BARROW STREET,04/04/2018,11,40.0,36.166666666666664,2.8333333333333335
BARROW STREET,04/04/2018,12,40.0,33.666666666666664,5.333333333333333
BARROW STREET,04/04/2018,13,40.0,31.153846153846153,8.846153846153847
BARROW STREET,04/04/2018,14,40.0,30.166666666666668,9.833333333333334
BARROW STREET,04/04/2018,15,40.0,31.90909090909091,8.090909090909092
BARROW STREET,04/04/2018,16,40.0,24.5,15.5
BARROW STREET,04/04/2018,17,40.0,15.416666666666666,24.583333333333332
BARROW STREET,04/04/2018,18,40.0,3.1666666666666665,36.833333333333336
BARROW STREET,04/04/2018,19,40.0,2.3846153846153846,37.61538461538461
BARROW STREET,04/04/2018,20,40.0,0.45454545454545453,39.54545454545455
BARROW STREET,04/04/2018,21,40.0,3.4615384615384617,36.53846153846154
BARROW STREET,04/04/2018,22,40.0,4.0,36.0
BARROW STREET,04/04/2018,23,40.0,3.5,36.5
BARROW STREET,05/04/2018,0,40.0,3.0,37.0
BARROW STREET,05/04/2018,1,40.0,3.0,37.0
BARROW STREET,05/04/2018,2,40.0,3.0,37.0
BARROW STREET,05/04/2018,4,40.0,3.0,37.0
BARROW STREET,05/04/2018,5,40.0,4.545454545454546,35.45454545454545
BARROW STREET,05/04/2018,6,40.0,4.583333333333333,35.416666666666664
BARROW STREET,05/04/2018,7,40.0,17.5,22.25
BARROW STREET,05/04/2018,8,40.0,26.416666666666668,12.583333333333334
BARROW STREET,05/04/2018,9,40.0,36.23076923076923,2.1538461538461537
BARROW STREET,05/04/2018,10,40.0,37.27272727272727,0.7272727272727273
BARROW STREET,05/04/2018,11,40.0,35.333333333333336,2.6666666666666665
BARROW STREET,05/04/2018,12,40.0,30.25,7.75
BARROW STREET,05/04/2018,13,40.0,30.166666666666668,7.833333333333333
BARROW STREET,05/04/2018,14,40.0,27.166666666666668,11.5
BARROW STREET,05/04/2018,15,40.0,37.583333333333336,2.4166666666666665
BARROW STREET,05/04/2018,16,40.0,36.75,3.25
BARROW STREET,05/04/2018,17,40.0,31.25,8.75
BARROW STREET,05/04/2018,18,40.0,13.0,27.0
BARROW STREET,05/04/2018,19,40.0,12.538461538461538,27.46153846153846
BARROW STREET,05/04/2018,20,40.0,10.272727272727273,29.727272727272727
BARROW STREET,05/04/2018,21,40.0,11.416666666666666,28.583333333333332
BARROW STREET,05/04/2018,22,40.0,14.416666666666666,25.583333333333332
BARROW STREET,05/04/2018,23,40.0,15.923076923076923,24.076923076923077
BARROW STREET,06/04/2018,0,40.0,16.545454545454547,23.454545454545453
BARROW STREET,06/04/2018,1,40.0,17.0,23.0
BARROW STREET,06/04/2018,2,40.0,17.0,23.0
BARROW STREET,06/04/2018,3,40.0,17.0,23.0
BARROW STREET,06/04/2018,4,40.0,19.25,20.75
BARROW STREET,06/04/2018,5,40.0,8.0,32.0
BARROW STREET,06/04/2018,6,40.0,14.666666666666666,25.333333333333332
BARROW STREET,06/04/2018,7,40.0,31.25,7.833333333333333
BARROW STREET,06/04/2018,8,40.0,27.416666666666668,11.583333333333334
BARROW STREET,06/04/2018,9,40.0,30.307692307692307,8.692307692307692
BARROW STREET,06/04/2018,10,40.0,30.0,9.0
BARROW STREET,06/04/2018,11,40.0,29.666666666666668,9.333333333333334
BARROW STREET,06/04/2018,12,40.0,30.923076923076923,8.076923076923077
BARROW STREET,06/04/2018,13,40.0,30.083333333333332,8.916666666666666
BARROW STREET,06/04/2018,14,40.0,28.727272727272727,11.090909090909092
BARROW STREET,06/04/2018,15,40.0,26.083333333333332,13.916666666666666
BARROW STREET,06/04/2018,16,40.0,11.0,29.0
BARROW STREET,06/04/2018,17,40.0,1.25,38.75
BARROW STREET,06/04/2018,18,40.0,2.9166666666666665,37.083333333333336
BARROW STREET,06/04/2018,19,40.0,10.166666666666666,29.833333333333332
BARROW STREET,06/04/2018,20,40.0,14.833333333333334,25.166666666666668
BARROW STREET,06/04/2018,21,40.0,18.083333333333332,21.916666666666668
BARROW STREET,06/04/2018,22,40.0,19.5,20.5
BARROW STREET,06/04/2018,23,40.0,19.846153846153847,20.153846153846153
BARROW STREET,07/04/2018,0,40.0,20.0,20.0
BARROW STREET,07/04/2018,1,40.0,20.0,20.0
BARROW STREET,07/04/2018,2,40.0,20.0,20.0
BARROW STREET,07/04/2018,3,40.0,20.0,20.0
BARROW STREET,07/04/2018,4,40.0,20.0,20.0
BARROW STREET,07/04/2018,5,40.0,22.0,18.0
BARROW STREET,07/04/2018,6,40.0,22.384615384615383,17.615384615384617
BARROW STREET,07/04/2018,7,40.0,20.583333333333332,19.416666666666668
BARROW STREET,07/04/2018,8,40.0,16.545454545454547,23.454545454545453
BARROW STREET,07/04/2018,9,40.0,8.5,31.5
BARROW STREET,07/04/2018,10,40.0,3.6666666666666665,36.333333333333336
BARROW STREET,07/04/2018,11,40.0,1.4166666666666667,38.583333333333336
BARROW STREET,07/04/2018,12,40.0,2.076923076923077,37.92307692307692
BARROW STREET,07/04/2018,13,40.0,0.6363636363636364,39.36363636363637
BARROW STREET,07/04/2018,14,40.0,2.0,38.0
BARROW STREET,07/04/2018,15,40.0,3.6363636363636362,36.36363636363637
BARROW STREET,07/04/2018,16,40.0,18.166666666666668,21.833333333333332
BARROW STREET,07/04/2018,17,40.0,26.307692307692307,13.692307692307692
BARROW STREET,07/04/2018,18,40.0,29.272727272727273,10.727272727272727
BARROW STREET,07/04/2018,19,40.0,30.583333333333332,9.416666666666666
BARROW STREET,07/04/2018,20,40.0,30.384615384615383,9.615384615384615
BARROW STREET,07/04/2018,21,40.0,29.0,11.0
BARROW STREET,07/04/2018,22,40.0,34.666666666666664,5.333333333333333
BARROW STREET,07/04/2018,23,40.0,38.75,1.25
BARROW STREET,08/04/2018,0,40.0,39.0,1.0
BARROW STREET,08/04/2018,1,40.0,39.0,1.0
BARROW STREET,08/04/2018,2,40.0,39.0,1.0
BARROW STREET,08/04/2018,3,40.0,39.0,1.0
BARROW STREET,08/04/2018,4,40.0,39.5,0.5
BARROW STREET,08/04/2018,5,40.0,40.0,0.0
BARROW STREET,08/04/2018,6,40.0,39.46153846153846,0.5384615384615384
BARROW STREET,08/04/2018,7,40.0,38.09090909090909,1.9090909090909092
BARROW STREET,08/04/2018,8,40.0,35.0,5.0
BARROW STREET,08/04/2018,9,40.0,38.38461538461539,1.6153846153846154
BARROW STREET,08/04/2018,10,40.0,39.166666666666664,0.8333333333333334
BARROW STREET,08/04/2018,11,40.0,35.833333333333336,4.166666666666667
BARROW STREET,08/04/2018,12,40.0,36.25,3.75
BARROW STREET,08/04/2018,13,40.0,35.0,5.0
BARROW STREET,08/04/2018,14,40.0,30.307692307692307,9.692307692307692
BARROW STREET,08/04/2018,15,40.0,28.583333333333332,11.416666666666666
BARROW STREET,08/04/2018,16,40.0,35.45454545454545,4.545454545454546
BARROW STREET,08/04/2018,17,40.0,39.666666666666664,0.3333333333333333
BARROW STREET,08/04/2018,18,40.0,39.666666666666664,0.3333333333333333
BARROW STREET,08/04/2018,19,40.0,25.692307692307693,14.307692307692308
BARROW STREET,08/04/2018,20,40.0,23.181818181818183,16.818181818181817
BARROW STREET,08/04/2018,21,40.0,26.666666666666668,13.333333333333334
BARROW STREET,08/04/2018,22,40.0,23.583333333333332,16.416666666666668
BARROW STREET,08/04/2018,23,40.0,22.333333333333332,17.666666666666668
BARROW STREET,09/04/2018,0,40.0,22.0,18.0
BARROW STREET,09/04/2018,1,40.0,22.0,18.0
BARROW STREET,09/04/2018,2,40.0,22.0,18.0
BARROW STREET,09/04/2018,3,40.0,22.0,18.0
BARROW STREET,09/04/2018,4,40.0,22.166666666666668,17.833333333333332
BARROW STREET,09/04/2018,5,40.0,27.666666666666668,12.333333333333334
BARROW STREET,09/04/2018,6,40.0,21.833333333333332,18.166666666666668
BARROW STREET,09/04/2018,7,40.0,34.75,5.25
BARROW STREET,09/04/2018,8,40.0,39.5,0.5
BARROW STREET,09/04/2018,9,40.0,38.083333333333336,1.9166666666666667
BARROW STREET,09/04/2018,10,40.0,37.30769230769231,2.6923076923076925
BARROW STREET,09/04/2018,11,40.0,39.81818181818182,0.18181818181818182
BARROW STREET,09/04/2018,12,40.0,35.916666666666664,4.083333333333333
BARROW STREET,09/04/2018,13,40.0,37.416666666666664,2.5833333333333335
BARROW STREET,09/04/2018,14,40.0,37.25,2.75
BARROW STREET,09/04/2018,15,40.0,39.583333333333336,0.4166666666666667
BARROW STREET,09/04/2018,16,40.0,39.25,0.75
BARROW STREET,09/04/2018,17,40.0,37.833333333333336,2.1666666666666665
BARROW STREET,09/04/2018,18,40.0,36.583333333333336,3.4166666666666665
BARROW STREET,09/04/2018,19,40.0,38.583333333333336,1.4166666666666667
BARROW STREET,09/04/2018,20,40.0,36.583333333333336,3.4166666666666665
BARROW STREET,09/04/2018,21,40.0,34.666666666666664,5.333333333333333
BARROW STREET,09/04/2018,22,40.0,32.5,7.5
BARROW STREET,09/04/2018,23,40.0,31.76923076923077,8.23076923076923
BARROW STREET,10/04/2018,0,40.0,32.0,8.0
BARROW STREET,10/04/2018,1,40.0,32.0,8.0
BARROW STREET,10/04/2018,2,40.0,32.0,8.0
BARROW STREET,10/04/2018,3,40.0,32.0,8.0
BARROW STREET,10/04/2018,4,40.0,20.916666666666668,19.083333333333332
BARROW STREET,10/04/2018,5,40.0,18.166666666666668,21.833333333333332
BARROW STREET,10/04/2018,6,40.0,20.833333333333332,19.166666666666668
BARROW STREET,10/04/2018,7,40.0,28.0,12.0
BARROW STREET,10/04/2018,8,40.0,37.92307692307692,2.076923076923077
BARROW STREET,10/04/2018,9,40.0,38.76923076923077,1.2307692307692308
BARROW STREET,10/04/2018,10,40.0,39.27272727272727,0.7272727272727273
BARROW STREET,10/04/2018,11,40.0,36.72727272727273,3.272727272727273
BARROW STREET,10/04/2018,12,40.0,34.30769230769231,5.6923076923076925
BARROW STREET,10/04/2018,13,40.0,32.666666666666664,7.333333333333333
BARROW STREET,10/04/2018,14,40.0,32.72727272727273,7.2727272727272725
BARROW STREET,10/04/2018,15,40.0,18.583333333333332,21.416666666666668
BARROW STREET,10/04/2018,16,40.0,17.25,22.75
BARROW STREET,10/04/2018,17,40.0,8.083333333333334,31.916666666666668
BARROW STREET,10/04/2018,18,40.0,2.0,38.0
BARROW STREET,10/04/2018,19,40.0,0.5,39.5
BARROW STREET,10/04/2018,20,40.0,4.333333333333333,35.666666666666664
BARROW STREET,10/04/2018,21,40.0,14.333333333333334,25.666666666666668
BARROW STREET,10/04/2018,22,40.0,16.307692307692307,23.692307692307693
BARROW STREET,10/04/2018,23,40.0,17.727272727272727,22.272727272727273
BARROW STREET,11/04/2018,0,40.0,17.0,23.0
BARROW STREET,11/04/2018,1,40.0,17.0,23.0
BARROW STREET,11/04/2018,2,40.0,17.0,23.0
BARROW STREET,11/04/2018,3,40.0,17.0,23.0
BARROW STREET,11/04/2018,4,40.0,17.25,22.75
BARROW STREET,11/04/2018,5,40.0,18.416666666666668,21.583333333333332
BARROW STREET,11/04/2018,6,40.0,16.25,23.75
BARROW STREET,11/04/2018,7,40.0,20.583333333333332,19.416666666666668
BARROW STREET,11/04/2018,8,40.0,38.0,2.0
BARROW STREET,11/04/2018,9,40.0,37.25,2.75
BARROW STREET,11/04/2018,10,40.0,34.63636363636363,5.363636363636363
BARROW STREET,11/04/2018,11,40.0,31.5,8.5
BARROW STREET,11/04/2018,12,40.0,30.0,10.0
BARROW STREET,11/04/2018,13,40.0,34.583333333333336,5.416666666666667
BARROW STREET,11/04/2018,14,40.0,37.5,2.5
BARROW STREET,11/04/2018,15,40.0,39.083333333333336,0.9166666666666666
BARROW STREET,11/04/2018,16,40.0,34.5,5.5
BARROW STREET,11/04/2018,17,40.0,26.666666666666668,13.333333333333334
BARROW STREET,11/04/2018,18,40.0,12.666666666666666,27.333333333333332
BARROW STREET,11/04/2018,19,40.0,7.583333333333333,32.416666666666664
BARROW STREET,11/04/2018,20,40.0,10.75,29.25
BARROW STREET,11/04/2018,21,40.0,7.083333333333333,32.916666666666664
BARROW STREET,11/04/2018,22,40.0,9.692307692307692,30.307692307692307
BARROW STREET,11/04/2018,23,40.0,11.0,29.0
BARROW STREET,12/04/2018,0,40.0,11.0,29.0
BARROW STREET,12/04/2018,1,40.0,11.0,29.0
BARROW STREET,12/04/2018,2,40.0,11.0,29.0
BARROW STREET,12/04/2018,3,40.0,11.0,29.0
BARROW STREET,12/04/2018,4,40.0,11.0,29.0
BARROW STREET,12/04/2018,5,40.0,9.0,31.0
BARROW STREET,12/04/2018,6,40.0,10.666666666666666,29.166666666666668
BARROW STREET,12/04/2018,7,40.0,19.25,19.75
BARROW STREET,12/04/2018,8,40.0,35.30769230769231,3.6923076923076925
BARROW STREET,12/04/2018,9,40.0,36.36363636363637,2.6363636363636362
BARROW STREET,12/04/2018,10,40.0,39.15384615384615,0.7692307692307693
BARROW STREET,12/04/2018,11,40.0,38.09090909090909,1.9090909090909092
BARROW STREET,12/04/2018,12,40.0,37.0,3.0
BARROW STREET,12/04/2018,13,40.0,33.25,6.75
BARROW STREET,12/04/2018,14,40.0,26.333333333333332,13.666666666666666
BARROW STREET,12/04/2018,15,40.0,22.0,18.0
BARROW STREET,29/03/2018,10,40.0,31.285714285714285,7.714285714285714
BARROW STREET,29/03/2018,11,40.0,34.72727272727273,4.545454545454546
BARROW STREET,29/03/2018,12,40.0,31.0,8.5
BARROW STREET,29/03/2018,13,40.0,28.615384615384617,11.384615384615385
BARROW STREET,29/03/2018,14,40.0,24.09090909090909,15.909090909090908
BARROW STREET,29/03/2018,15,40.0,24.25,15.75
BARROW STREET,29/03/2018,16,40.0,19.75,20.25
BARROW STREET,29/03/2018,17,40.0,16.916666666666668,23.083333333333332
BARROW STREET,29/03/2018,18,40.0,7.833333333333333,32.166666666666664
BARROW STREET,29/03/2018,19,40.0,7.0,33.0
BARROW STREET,29/03/2018,20,40.0,6.538461538461538,33.46153846153846
BARROW STREET,29/03/2018,21,40.0,6.636363636363637,33.36363636363637
BARROW STREET,29/03/2018,22,40.0,7.3076923076923075,32.69230769230769
BARROW STREET,29/03/2018,23,40.0,10.454545454545455,29.545454545454547
BARROW STREET,30/03/2018,0,40.0,11.0,29.0
BARROW STREET,30/03/2018,1,40.0,11.0,29.0
BARROW STREET,30/03/2018,2,40.0,11.0,29.0
BARROW STREET,30/03/2018,3,40.0,11.0,29.0
BARROW STREET,30/03/2018,4,40.0,10.76923076923077,29.23076923076923
BARROW STREET,30/03/2018,5,40.0,14.916666666666666,25.083333333333332
BARROW STREET,30/03/2018,6,40.0,16.727272727272727,23.272727272727273
BARROW STREET,30/03/2018,7,40.0,13.25,26.75
BARROW STREET,30/03/2018,8,40.0,16.23076923076923,23.76923076923077
BARROW STREET,30/03/2018,9,40.0,12.636363636363637,27.363636363636363
BARROW STREET,30/03/2018,10,40.0,10.916666666666666,29.083333333333332
BARROW STREET,30/03/2018,11,40.0,11.166666666666666,28.833333333333332
BARROW STREET,30/03/2018,12,40.0,12.5,27.5
BARROW STREET,30/03/2018,13,40.0,7.076923076923077,32.92307692307692
BARROW STREET,30/03/2018,14,40.0,7.818181818181818,32.18181818181818
BARROW STREET,30/03/2018,15,40.0,10.333333333333334,29.666666666666668
BARROW STREET,30/03/2018,16,40.0,5.384615384615385,34.61538461538461
BARROW STREET,30/03/2018,17,40.0,4.090909090909091,35.90909090909091
BARROW STREET,30/03/2018,18,40.0,6.5,33.5
BARROW STREET,30/03/2018,19,40.0,7.166666666666667,32.833333333333336
BARROW STREET,30/03/2018,20,40.0,8.25,31.75
BARROW STREET,30/03/2018,21,40.0,8.153846153846153,31.846153846153847
BARROW STREET,30/03/2018,22,40.0,9.916666666666666,30.083333333333332
BARROW STREET,30/03/2018,23,40.0,12.909090909090908,27.09090909090909
BARROW STREET,31/03/2018,0,40.0,14.0,26.0
BARROW STREET,31/03/2018,1,40.0,14.0,26.0
BARROW STREET,31/03/2018,2,40.0,14.0,26.0
BARROW STREET,31/03/2018,3,40.0,14.0,26.0
BARROW STREET,31/03/2018,4,40.0,14.0,26.0
BARROW STREET,31/03/2018,5,40.0,16.615384615384617,23.384615384615383
BARROW STREET,31/03/2018,6,40.0,13.75,26.25
BARROW STREET,31/03/2018,7,40.0,10.818181818181818,29.181818181818183
BARROW STREET,31/03/2018,8,40.0,9.153846153846153,30.846153846153847
BARROW STREET,31/03/2018,9,40.0,6.090909090909091,33.90909090909091
BARROW STREET,31/03/2018,10,40.0,5.846153846153846,34.15384615384615
BARROW STREET,31/03/2018,11,40.0,6.818181818181818,33.18181818181818
BARROW STREET,31/03/2018,12,40.0,1.9166666666666667,38.083333333333336
BARROW STREET,31/03/2018,13,40.0,2.6923076923076925,37.30769230769231
BARROW STREET,31/03/2018,14,40.0,4.363636363636363,35.63636363636363
BARROW STREET,31/03/2018,15,40.0,7.3076923076923075,32.69230769230769
BARROW STREET,31/03/2018,16,40.0,9.636363636363637,30.363636363636363
BARROW STREET,31/03/2018,17,40.0,5.166666666666667,34.833333333333336
BARROW STREET,31/03/2018,18,40.0,6.666666666666667,33.333333333333336
BARROW STREET,31/03/2018,19,40.0,6.6923076923076925,33.30769230769231
BARROW STREET,31/03/2018,20,40.0,6.818181818181818,33.18181818181818
BARROW STREET,31/03/2018,21,40.0,5.923076923076923,34.07692307692308
BARROW STREET,31/03/2018,22,40.0,5.7272727272727275,34.27272727272727
BARROW STREET,31/03/2018,23,40.0,4.333333333333333,35.666666666666664
BENSON STREET,01/04/2018,0,40.0,0.0,0.0
BENSON STREET,01/04/2018,1,40.0,0.0,0.0
BENSON STREET,01/04/2018,2,40.0,0.0,0.0
BENSON STREET,01/04/2018,3,40.0,0.0,0.0
BENSON STREET,01/04/2018,4,40.0,0.0,0.0
BENSON STREET,01/04/2018,5,40.0,0.0,0.0
BENSON STREET,01/04/2018,6,40.0,0.0,0.0
BENSON STREET,01/04/2018,7,40.0,0.0,0.0
BENSON STREET,01/04/2018,8,40.0,0.0,0.0
BENSON STREET,01/04/2018,9,40.0,0.0,0.0
BENSON STREET,01/04/2018,10,40.0,0.0,0.0
BENSON STREET,01/04/2018,11,40.0,0.0,0.0
BENSON STREET,01/04/2018,12,40.0,0.0,0.0
BENSON STREET,01/04/2018,13,40.0,0.0,0.0
BENSON STREET,01/04/2018,14,40.0,0.0,0.0
BENSON STREET,01/04/2018,15,40.0,0.0,0.0
BENSON STREET,01/04/2018,16,40.0,0.0,0.0
BENSON STREET,01/04/2018,17,40.0,0.0,0.0
BENSON STREET,01/04/2018,18,40.0,0.0,0.0
BENSON STREET,01/04/2018,19,40.0,0.0,0.0
BENSON STREET,01/04/2018,20,40.0,0.0,0.0
BENSON STREET,01/04/2018,21,40.0,0.0,0.0
BENSON STREET,01/04/2018,22,40.0,0.0,0.0
BENSON STREET,01/04/2018,23,40.0,0.0,0.0
BENSON STREET,02/04/2018,0,40.0,0.0,0.0
BENSON STREET,02/04/2018,1,40.0,0.0,0.0
BENSON STREET,02/04/2018,2,40.0,0.0,0.0
BENSON STREET,02/04/2018,3,40.0,0.0,0.0
BENSON STREET,02/04/2018,4,40.0,0.0,0.0
BENSON STREET,02/04/2018,5,40.0,0.0,0.0
BENSON STREET,02/04/2018,6,40.0,0.0,0.0
BENSON STREET,02/04/2018,7,40.0,0.0,0.0
BENSON STREET,02/04/2018,8,40.0,0.0,0.0
BENSON STREET,02/04/2018,9,40.0,0.0,0.0
BENSON STREET,02/04/2018,10,40.0,0.0,0.0
BENSON STREET,02/04/2018,11,40.0,0.0,0.0
BENSON STREET,02/04/2018,12,40.0,0.0,0.0
BENSON STREET,02/04/2018,13,40.0,0.0,0.0
BENSON STREET,02/04/2018,14,40.0,0.0,0.0
BENSON STREET,02/04/2018,15,40.0,0.0,0.0
BENSON STREET,02/04/2018,16,40.0,0.0,0.0
BENSON STREET,02/04/2018,17,40.0,0.0,0.0
BENSON STREET,02/04/2018,18,40.0,0.0,0.0
BENSON STREET,02/04/2018,19,40.0,0.0,0.0
BENSON STREET,02/04/2018,20,40.0,0.0,0.0
BENSON STREET,02/04/2018,21,40.0,0.0,0.0
BENSON STREET,02/04/2018,22,40.0,0.0,0.0
BENSON STREET,02/04/2018,23,40.0,0.0,0.0
BENSON STREET,03/04/2018,0,40.0,0.0,0.0
BENSON STREET,03/04/2018,1,40.0,0.0,0.0
BENSON STREET,03/04/2018,2,40.0,0.0,0.0
BENSON STREET,03/04/2018,3,40.0,0.0,0.0
BENSON STREET,03/04/2018,4,40.0,0.0,0.0
BENSON STREET,03/04/2018,5,40.0,0.0,0.0
BENSON STREET,03/04/2018,6,40.0,0.0,0.0
BENSON STREET,03/04/2018,7,40.0,0.0,0.0
BENSON STREET,03/04/2018,8,40.0,0.0,0.0
BENSON STREET,03/04/2018,9,40.0,0.0,0.0
BENSON STREET,03/04/2018,10,40.0,0.0,0.0
BENSON STREET,03/04/2018,11,40.0,0.0,0.0
BENSON STREET,03/04/2018,12,40.0,0.0,0.0
BENSON STREET,03/04/2018,13,40.0,0.0,0.0
BENSON STREET,03/04/2018,14,40.0,0.0,0.0
BENSON STREET,03/04/2018,15,40.0,0.0,0.0
BENSON STREET,03/04/2018,16,40.0,0.0,0.0
BENSON STREET,03/04/2018,17,40.0,0.0,0.0
BENSON STREET,03/04/2018,18,40.0,0.0,0.0
BENSON STREET,03/04/2018,19,40.0,0.0,0.0
BENSON STREET,03/04/2018,20,40.0,0.0,0.0
BENSON STREET,03/04/2018,21,40.0,0.0,0.0
BENSON STREET,03/04/2018,22,40.0,0.0,0.0
BENSON STREET,03/04/2018,23,40.0,0.0,0.0
BENSON STREET,04/04/2018,0,40.0,0.0,0.0
BENSON STREET,04/04/2018,1,40.0,0.0,0.0
BENSON STREET,04/04/2018,2,40.0,0.0,0.0
BENSON STREET,04/04/2018,3,40.0,0.0,0.0
BENSON STREET,04/04/2018,4,40.0,0.0,0.0
BENSON STREET,04/04/2018,5,40.0,0.0,0.0
BENSON STREET,04/04/2018,6,40.0,0.0,0.0
BENSON STREET,04/04/2018,7,40.0,0.0,0.0
BENSON STREET,04/04/2018,8,40.0,0.0,0.0
BENSON STREET,04/04/2018,9,40.0,0.0,0.0
